New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
Differences found in track 'PART DRUMS':
Time: 19140, removed: TOM GEMS PAD 2
Time: 56600, added: EASY Red
Time: 56600, added: EXPERT Blue
Time: 56600, added: MEDIUM Red
Time: 56600, added: EXPERT 2xKick
Time: 56600, added: HARD Red
Time: 56600, added: EXPERT Kick
Time: 56600, added: EXPERT Red
Time: 56600, added: MEDIUM Blue
Time: 56640, removed: HARD Blue
Time: 56640, removed: EASY Red
Time: 56640, removed: EXPERT Blue
Time: 56640, removed: MEDIUM Red
Time: 56640, removed: HARD Red
Time: 56640, removed: EXPERT Kick
Time: 56640, removed: EXPERT Red
Time: 56640, removed: MEDIUM Blue
Time: 56760, added: EXPERT 2xKick
Time: 56920, added: EXPERT 2xKick
Time: 56920, added: EXPERT Kick
Time: 56960, removed: EXPERT Kick
Time: 57080, added: EXPERT 2xKick
Time: 57240, added: EXPERT 2xKick
Time: 57440, added: EXPERT 2xKick
Time: 57560, added: HARD Blue
Time: 57560, added: EXPERT Blue
Time: 57560, added: EXPERT 2xKick
Time: 57560, added: HARD Kick
Time: 57560, added: EXPERT Kick
Time: 57560, added: EASY Kick
Time: 57560, added: MEDIUM Kick
Time: 57560, added: MEDIUM Blue
Time: 57600, removed: EASY Kick
Time: 57600, removed: HARD Blue
Time: 57600, removed: MEDIUM Kick
Time: 57600, removed: EXPERT Blue
Time: 57600, removed: HARD Kick
Time: 57600, removed: EXPERT Kick
Time: 57600, removed: MEDIUM Blue
Time: 57720, added: EXPERT 2xKick
Time: 57880, added: EXPERT 2xKick
Time: 57880, added: EXPERT Kick
Time: 57920, removed: EXPERT Kick
Time: 58040, added: EXPERT 2xKick
Time: 58200, added: EXPERT 2xKick
Time: 58400, added: EXPERT 2xKick
Time: 58520, added: HARD Blue
Time: 58520, added: EASY Red
Time: 58520, added: EXPERT Blue
Time: 58520, added: MEDIUM Red
Time: 58520, added: EXPERT 2xKick
Time: 58520, added: HARD Red
Time: 58520, added: EXPERT Kick
Time: 58520, added: EXPERT Red
Time: 58520, added: MEDIUM Blue
Time: 58560, removed: HARD Blue
Time: 58560, removed: EASY Red
Time: 58560, removed: EXPERT Blue
Time: 58560, removed: MEDIUM Red
Time: 58560, removed: HARD Red
Time: 58560, removed: EXPERT Kick
Time: 58560, removed: EXPERT Red
Time: 58560, removed: MEDIUM Blue
Time: 58680, added: EXPERT 2xKick
Time: 58840, added: EXPERT 2xKick
Time: 58840, added: EXPERT Kick
Time: 58880, removed: EXPERT Kick
Time: 59000, added: EXPERT 2xKick
Time: 59160, added: EXPERT 2xKick
Time: 59360, added: EXPERT 2xKick
Time: 59480, added: HARD Blue
Time: 59480, added: EXPERT Blue
Time: 59480, added: Unknown Note (105)
Time: 59480, added: EXPERT 2xKick
Time: 59480, added: HARD Kick
Time: 59480, added: EXPERT Kick
Time: 59480, added: EASY Kick
Time: 59480, added: MEDIUM Kick
Time: 59480, added: MEDIUM Blue
Time: 59520, removed: HARD Blue
Time: 59520, removed: EXPERT Blue
Time: 59520, removed: Unknown Note (105)
Time: 59520, removed: HARD Kick
Time: 59520, removed: EXPERT Kick
Time: 59520, removed: EASY Kick
Time: 59520, removed: MEDIUM Kick
Time: 59520, removed: MEDIUM Blue
Time: 59640, added: EXPERT 2xKick
Time: 59800, added: EXPERT 2xKick
Time: 59800, added: EXPERT Kick
Time: 59840, removed: EXPERT Kick
Time: 59960, added: EXPERT 2xKick
Time: 60120, added: EXPERT 2xKick
Time: 60320, added: EXPERT 2xKick
Time: 60440, added: HARD Blue
Time: 60440, added: EASY Red
Time: 60440, added: EXPERT Blue
Time: 60440, added: MEDIUM Red
Time: 60440, added: EXPERT 2xKick
Time: 60440, added: HARD Red
Time: 60440, added: EXPERT Kick
Time: 60440, added: EXPERT Red
Time: 60440, added: MEDIUM Blue
Time: 60480, removed: HARD Blue
Time: 60480, removed: EASY Red
Time: 60480, removed: EXPERT Blue
Time: 60480, removed: MEDIUM Red
Time: 60480, removed: HARD Red
Time: 60480, removed: EXPERT Kick
Time: 60480, removed: EXPERT Red
Time: 60480, removed: MEDIUM Blue
Time: 60600, added: EXPERT 2xKick
Time: 60760, added: EXPERT 2xKick
Time: 60760, added: EXPERT Kick
Time: 60800, removed: EXPERT Kick
Time: 60920, added: EXPERT 2xKick
Time: 61080, added: EXPERT 2xKick
Time: 61280, added: EXPERT 2xKick
Time: 61400, added: HARD Blue
Time: 61400, added: EXPERT Blue
Time: 61400, added: EXPERT 2xKick
Time: 61400, added: HARD Kick
Time: 61400, added: EXPERT Kick
Time: 61400, added: EASY Kick
Time: 61400, added: MEDIUM Kick
Time: 61400, added: MEDIUM Blue
Time: 61440, removed: EASY Kick
Time: 61440, removed: HARD Blue
Time: 61440, removed: MEDIUM Kick
Time: 61440, removed: EXPERT Blue
Time: 61440, removed: HARD Kick
Time: 61440, removed: EXPERT Kick
Time: 61440, removed: MEDIUM Blue
Time: 61560, added: EXPERT 2xKick
Time: 61680, added: EXPERT 2xKick
Time: 61880, added: EXPERT 2xKick
Time: 62040, added: EXPERT 2xKick
Time: 62240, added: EXPERT 2xKick
Time: 62360, added: HARD Blue
Time: 62360, added: EASY Red
Time: 62360, added: EXPERT Blue
Time: 62360, added: MEDIUM Red
Time: 62360, added: EXPERT 2xKick
Time: 62360, added: HARD Red
Time: 62360, added: EXPERT Kick
Time: 62360, added: EXPERT Red
Time: 62360, added: MEDIUM Blue
Time: 62400, removed: HARD Blue
Time: 62400, removed: EASY Red
Time: 62400, removed: EXPERT Blue
Time: 62400, removed: MEDIUM Red
Time: 62400, removed: HARD Red
Time: 62400, removed: EXPERT Kick
Time: 62400, removed: EXPERT Red
Time: 62400, removed: MEDIUM Blue
Time: 62520, added: EXPERT 2xKick
Time: 62680, added: EXPERT 2xKick
Time: 62680, added: EXPERT Kick
Time: 62720, removed: EXPERT Kick
Time: 62840, added: EXPERT 2xKick
Time: 63000, added: EXPERT 2xKick
Time: 63200, added: EXPERT 2xKick
Time: 63320, added: HARD Blue
Time: 63320, added: EXPERT Blue
Time: 63320, added: EXPERT 2xKick
Time: 63320, added: HARD Kick
Time: 63320, added: EXPERT Kick
Time: 63320, added: EASY Kick
Time: 63320, added: MEDIUM Kick
Time: 63320, added: MEDIUM Blue
Time: 63360, removed: EASY Kick
Time: 63360, removed: HARD Blue
Time: 63360, removed: MEDIUM Kick
Time: 63360, removed: EXPERT Blue
Time: 63360, removed: HARD Kick
Time: 63360, removed: EXPERT Kick
Time: 63360, removed: MEDIUM Blue
Time: 63480, added: EXPERT 2xKick
Time: 63640, added: EXPERT 2xKick
Time: 63640, added: EXPERT Kick
Time: 63680, removed: EXPERT Kick
Time: 63800, added: EXPERT 2xKick
Time: 63960, added: EXPERT 2xKick
Time: 64160, added: EXPERT 2xKick
Time: 64280, added: HARD Blue
Time: 64280, added: EASY Red
Time: 64280, added: EXPERT Blue
Time: 64280, added: MEDIUM Red
Time: 64280, added: EXPERT 2xKick
Time: 64280, added: HARD Red
Time: 64280, added: EXPERT Kick
Time: 64280, added: EXPERT Red
Time: 64280, added: MEDIUM Blue
Time: 64320, removed: HARD Blue
Time: 64320, removed: EASY Red
Time: 64320, removed: EXPERT Blue
Time: 64320, removed: MEDIUM Red
Time: 64320, removed: HARD Red
Time: 64320, removed: EXPERT Kick
Time: 64320, removed: EXPERT Red
Time: 64320, removed: MEDIUM Blue
Time: 64440, added: EXPERT 2xKick
Time: 64600, added: EXPERT 2xKick
Time: 64600, added: EXPERT Kick
Time: 64640, removed: EXPERT Kick
Time: 64760, added: EXPERT 2xKick
Time: 64920, added: EXPERT 2xKick
Time: 65120, added: EXPERT 2xKick
Time: 65240, added: HARD Blue
Time: 65240, added: EXPERT Blue
Time: 65240, added: EXPERT 2xKick
Time: 65240, added: HARD Kick
Time: 65240, added: EXPERT Kick
Time: 65240, added: EASY Kick
Time: 65240, added: MEDIUM Kick
Time: 65240, added: MEDIUM Blue
Time: 65280, removed: EASY Kick
Time: 65280, removed: HARD Blue
Time: 65280, removed: MEDIUM Kick
Time: 65280, removed: EXPERT Blue
Time: 65280, removed: HARD Kick
Time: 65280, removed: EXPERT Kick
Time: 65280, removed: MEDIUM Blue
Time: 65400, added: EXPERT 2xKick
Time: 65560, added: EXPERT 2xKick
Time: 65560, added: EXPERT Kick
Time: 65600, removed: EXPERT Kick
Time: 65720, added: EXPERT 2xKick
Time: 65880, added: EXPERT 2xKick
Time: 66080, added: EXPERT 2xKick
Time: 66200, added: HARD Blue
Time: 66200, added: EASY Red
Time: 66200, added: EXPERT Blue
Time: 66200, added: MEDIUM Red
Time: 66200, added: EXPERT 2xKick
Time: 66200, added: HARD Red
Time: 66200, added: EXPERT Kick
Time: 66200, added: EXPERT Red
Time: 66200, added: MEDIUM Blue
Time: 66240, removed: HARD Blue
Time: 66240, removed: EASY Red
Time: 66240, removed: EXPERT Blue
Time: 66240, removed: MEDIUM Red
Time: 66240, removed: HARD Red
Time: 66240, removed: EXPERT Kick
Time: 66240, removed: EXPERT Red
Time: 66240, removed: MEDIUM Blue
Time: 66360, added: EXPERT 2xKick
Time: 66520, added: EXPERT 2xKick
Time: 66520, added: EXPERT Kick
Time: 66560, removed: EXPERT Kick
Time: 66680, added: EXPERT 2xKick
Time: 66840, added: EXPERT 2xKick
Time: 67040, added: EXPERT 2xKick
Time: 67160, added: HARD Blue
Time: 67160, added: DRUM FILL (use all 5)
Time: 67160, added: EXPERT Blue
Time: 67160, added: DRUM FILL
Time: 67160, added: EXPERT 2xKick
Time: 67160, added: HARD Kick
Time: 67160, added: Unknown Note (106)
Time: 67160, added: EXPERT Kick
Time: 67160, added: DRUM FILL
Time: 67160, added: DRUM FILL
Time: 67160, added: EASY Kick
Time: 67160, added: MEDIUM Kick
Time: 67160, added: DRUM FILL
Time: 67160, added: MEDIUM Blue
Time: 67200, removed: HARD Blue
Time: 67200, removed: DRUM FILL (use all 5)
Time: 67200, removed: EXPERT Blue
Time: 67200, removed: DRUM FILL
Time: 67200, removed: HARD Kick
Time: 67200, removed: Unknown Note (106)
Time: 67200, removed: DRUM FILL
Time: 67200, removed: EXPERT Kick
Time: 67200, removed: DRUM FILL
Time: 67200, removed: EASY Kick
Time: 67200, removed: MEDIUM Kick
Time: 67200, removed: DRUM FILL
Time: 67200, removed: MEDIUM Blue
Time: 67320, added: EXPERT 2xKick
Time: 67480, added: EXPERT 2xKick
Time: 67480, added: EXPERT Kick
Time: 67520, removed: EXPERT Kick
Time: 67640, added: EXPERT 2xKick
Time: 67800, added: EXPERT 2xKick
Time: 68000, added: EXPERT 2xKick
Time: 68120, added: HARD Blue
Time: 68120, added: EASY Red
Time: 68120, added: EXPERT Blue
Time: 68120, added: MEDIUM Red
Time: 68120, added: EXPERT 2xKick
Time: 68120, added: HARD Red
Time: 68120, added: EXPERT Kick
Time: 68120, added: EXPERT Red
Time: 68120, added: MEDIUM Blue
Time: 68160, removed: HARD Blue
Time: 68160, removed: EASY Red
Time: 68160, removed: EXPERT Blue
Time: 68160, removed: MEDIUM Red
Time: 68160, removed: HARD Red
Time: 68160, removed: EXPERT Kick
Time: 68160, removed: EXPERT Red
Time: 68160, removed: MEDIUM Blue
Time: 68280, added: EXPERT 2xKick
Time: 68440, added: EXPERT 2xKick
Time: 68440, added: EXPERT Kick
Time: 68480, removed: EXPERT Kick
Time: 68600, added: EXPERT 2xKick
Time: 68760, added: EXPERT 2xKick
Time: 68960, added: EXPERT 2xKick
Time: 69080, added: HARD Blue
Time: 69080, added: DRUM FILL (use all 5)
Time: 69080, added: EXPERT Blue
Time: 69080, added: DRUM FILL
Time: 69080, added: OVERDRIVE
Time: 69080, added: EXPERT 2xKick
Time: 69080, added: HARD Kick
Time: 69080, added: DRUM FILL
Time: 69080, added: EXPERT Kick
Time: 69080, added: DRUM FILL
Time: 69080, added: EASY Kick
Time: 69080, added: MEDIUM Kick
Time: 69080, added: DRUM FILL
Time: 69080, added: MEDIUM Blue
Time: 69120, removed: HARD Blue
Time: 69120, removed: DRUM FILL (use all 5)
Time: 69120, removed: EXPERT Blue
Time: 69120, removed: DRUM FILL
Time: 69120, removed: OVERDRIVE
Time: 69120, removed: HARD Kick
Time: 69120, removed: DRUM FILL
Time: 69120, removed: EXPERT Kick
Time: 69120, removed: DRUM FILL
Time: 69120, removed: EASY Kick
Time: 69120, removed: MEDIUM Kick
Time: 69120, removed: DRUM FILL
Time: 69120, removed: MEDIUM Blue
Time: 69240, added: EXPERT 2xKick
Time: 69400, added: EXPERT 2xKick
Time: 69400, added: EXPERT Kick
Time: 69440, removed: EXPERT Kick
Time: 69560, added: EXPERT 2xKick
Time: 69720, added: EXPERT 2xKick
Time: 69920, added: EXPERT 2xKick
Time: 70040, added: HARD Blue
Time: 70040, added: EASY Red
Time: 70040, added: EXPERT Blue
Time: 70040, added: MEDIUM Red
Time: 70040, added: EXPERT 2xKick
Time: 70040, added: HARD Red
Time: 70040, added: EXPERT Kick
Time: 70040, added: EXPERT Red
Time: 70040, added: MEDIUM Blue
Time: 70080, removed: HARD Blue
Time: 70080, removed: EASY Red
Time: 70080, removed: EXPERT Blue
Time: 70080, removed: MEDIUM Red
Time: 70080, removed: HARD Red
Time: 70080, removed: EXPERT Kick
Time: 70080, removed: EXPERT Red
Time: 70080, removed: MEDIUM Blue
Time: 70200, added: EXPERT 2xKick
Time: 70360, added: EXPERT 2xKick
Time: 70360, added: EXPERT Kick
Time: 70400, removed: EXPERT Kick
Time: 70520, added: EXPERT 2xKick
Time: 70680, added: EXPERT 2xKick
Time: 70880, added: EXPERT 2xKick
Time: 71000, added: HARD Blue
Time: 71000, added: EXPERT Blue
Time: 71000, added: OVERDRIVE
Time: 71000, added: EXPERT 2xKick
Time: 71000, added: HARD Kick
Time: 71000, added: EXPERT Kick
Time: 71000, added: EASY Kick
Time: 71000, added: MEDIUM Kick
Time: 71000, added: MEDIUM Blue
Time: 71040, removed: HARD Blue
Time: 71040, removed: EXPERT Blue
Time: 71040, removed: OVERDRIVE
Time: 71040, removed: HARD Kick
Time: 71040, removed: EXPERT Kick
Time: 71040, removed: EASY Kick
Time: 71040, removed: MEDIUM Kick
Time: 71040, removed: MEDIUM Blue
Time: 71160, added: EXPERT 2xKick
Time: 71320, added: EXPERT 2xKick
Time: 71320, added: EXPERT Kick
Time: 71360, removed: EXPERT Kick
Time: 71480, added: EXPERT 2xKick
Time: 71640, added: EXPERT 2xKick
Time: 71840, added: EXPERT 2xKick
Time: 71960, added: HARD Blue
Time: 71960, added: EASY Red
Time: 71960, added: EXPERT Blue
Time: 71960, added: MEDIUM Red
Time: 71960, added: EXPERT 2xKick
Time: 71960, added: HARD Red
Time: 71960, added: EXPERT Kick
Time: 71960, added: EXPERT Red
Time: 71960, added: MEDIUM Blue
Time: 72000, removed: HARD Blue
Time: 72000, removed: EASY Red
Time: 72000, removed: EXPERT Blue
Time: 72000, removed: MEDIUM Red
Time: 72000, removed: HARD Red
Time: 72000, removed: EXPERT Kick
Time: 72000, removed: EXPERT Red
Time: 72000, removed: MEDIUM Blue
Time: 72120, added: EXPERT 2xKick
Time: 72280, added: EXPERT 2xKick
Time: 72280, added: EXPERT Kick
Time: 72320, removed: EXPERT Kick
Time: 72440, added: EXPERT 2xKick
Time: 72600, added: EXPERT 2xKick
Time: 72800, added: EXPERT 2xKick
Time: 72920, added: HARD Blue
Time: 72920, added: EXPERT Blue
Time: 72920, added: EXPERT 2xKick
Time: 72920, added: HARD Kick
Time: 72920, added: EXPERT Kick
Time: 72920, added: EASY Kick
Time: 72920, added: MEDIUM Kick
Time: 72920, added: MEDIUM Blue
Time: 72960, removed: EASY Kick
Time: 72960, removed: HARD Blue
Time: 72960, removed: MEDIUM Kick
Time: 72960, removed: EXPERT Blue
Time: 72960, removed: HARD Kick
Time: 72960, removed: EXPERT Kick
Time: 72960, removed: MEDIUM Blue
Time: 73080, added: EXPERT 2xKick
Time: 73240, added: EXPERT 2xKick
Time: 73240, added: EXPERT Kick
Time: 73280, removed: EXPERT Kick
Time: 73400, added: EXPERT 2xKick
Time: 73560, added: EXPERT 2xKick
Time: 73760, added: EXPERT 2xKick
Time: 73880, added: HARD Blue
Time: 73880, added: EASY Red
Time: 73880, added: EXPERT Blue
Time: 73880, added: MEDIUM Red
Time: 73880, added: EXPERT 2xKick
Time: 73880, added: HARD Red
Time: 73880, added: EXPERT Kick
Time: 73880, added: EXPERT Red
Time: 73880, added: MEDIUM Blue
Time: 73920, removed: HARD Blue
Time: 73920, removed: EASY Red
Time: 73920, removed: EXPERT Blue
Time: 73920, removed: MEDIUM Red
Time: 73920, removed: HARD Red
Time: 73920, removed: EXPERT Kick
Time: 73920, removed: EXPERT Red
Time: 73920, removed: MEDIUM Blue
Time: 74040, added: EXPERT 2xKick
Time: 74200, added: EXPERT 2xKick
Time: 74200, added: EXPERT Kick
Time: 74240, removed: EXPERT Kick
Time: 74360, added: EXPERT 2xKick
Time: 74520, added: EXPERT 2xKick
Time: 74720, added: EXPERT 2xKick
Time: 74840, added: HARD Blue
Time: 74840, added: DRUM FILL (use all 5)
Time: 74840, added: EXPERT Blue
Time: 74840, added: DRUM FILL
Time: 74840, added: EXPERT 2xKick
Time: 74840, added: HARD Kick
Time: 74840, added: DRUM FILL
Time: 74840, added: EXPERT Kick
Time: 74840, added: DRUM FILL
Time: 74840, added: EASY Kick
Time: 74840, added: MEDIUM Kick
Time: 74840, added: DRUM FILL
Time: 74840, added: MEDIUM Blue
Time: 74880, removed: HARD Blue
Time: 74880, removed: DRUM FILL (use all 5)
Time: 74880, removed: EXPERT Blue
Time: 74880, removed: DRUM FILL
Time: 74880, removed: HARD Kick
Time: 74880, removed: DRUM FILL
Time: 74880, removed: EXPERT Kick
Time: 74880, removed: DRUM FILL
Time: 74880, removed: EASY Kick
Time: 74880, removed: MEDIUM Kick
Time: 74880, removed: DRUM FILL
Time: 74880, removed: MEDIUM Blue
Time: 75000, added: EXPERT 2xKick
Time: 75160, added: EXPERT 2xKick
Time: 75160, added: EXPERT Kick
Time: 75200, removed: EXPERT Kick
Time: 75320, added: EXPERT 2xKick
Time: 75480, added: EXPERT 2xKick
Time: 75680, added: EXPERT 2xKick
Time: 75800, added: HARD Blue
Time: 75800, added: EASY Red
Time: 75800, added: EXPERT Blue
Time: 75800, added: MEDIUM Red
Time: 75800, added: EXPERT 2xKick
Time: 75800, added: HARD Red
Time: 75800, added: EXPERT Kick
Time: 75800, added: EXPERT Red
Time: 75800, added: MEDIUM Blue
Time: 75840, removed: HARD Blue
Time: 75840, removed: EASY Red
Time: 75840, removed: EXPERT Blue
Time: 75840, removed: MEDIUM Red
Time: 75840, removed: HARD Red
Time: 75840, removed: EXPERT Kick
Time: 75840, removed: EXPERT Red
Time: 75840, removed: MEDIUM Blue
Time: 75960, added: EXPERT 2xKick
Time: 76120, added: EXPERT 2xKick
Time: 76120, added: EXPERT Kick
Time: 76160, removed: EXPERT Kick
Time: 76280, added: EXPERT 2xKick
Time: 76440, added: EXPERT 2xKick
Time: 76640, added: EXPERT 2xKick
Time: 76760, added: HARD Blue
Time: 76760, added: DRUM FILL (use all 5)
Time: 76760, added: EXPERT Blue
Time: 76760, added: DRUM FILL
Time: 76760, added: EXPERT 2xKick
Time: 76760, added: HARD Kick
Time: 76760, added: DRUM FILL
Time: 76760, added: EXPERT Kick
Time: 76760, added: DRUM FILL
Time: 76760, added: EASY Kick
Time: 76760, added: MEDIUM Kick
Time: 76760, added: DRUM FILL
Time: 76760, added: MEDIUM Blue
Time: 76800, removed: HARD Blue
Time: 76800, removed: DRUM FILL (use all 5)
Time: 76800, removed: EXPERT Blue
Time: 76800, removed: DRUM FILL
Time: 76800, removed: HARD Kick
Time: 76800, removed: DRUM FILL
Time: 76800, removed: EXPERT Kick
Time: 76800, removed: DRUM FILL
Time: 76800, removed: EASY Kick
Time: 76800, removed: MEDIUM Kick
Time: 76800, removed: DRUM FILL
Time: 76800, removed: MEDIUM Blue
Time: 76920, added: EXPERT 2xKick
Time: 77080, added: EXPERT 2xKick
Time: 77080, added: EXPERT Kick
Time: 77120, removed: EXPERT Kick
Time: 77240, added: EXPERT 2xKick
Time: 77400, added: EXPERT 2xKick
Time: 77600, added: EXPERT 2xKick
Time: 77720, added: HARD Blue
Time: 77720, added: EASY Red
Time: 77720, added: EXPERT Blue
Time: 77720, added: MEDIUM Red
Time: 77720, added: EXPERT 2xKick
Time: 77720, added: HARD Red
Time: 77720, added: EXPERT Kick
Time: 77720, added: EXPERT Red
Time: 77720, added: MEDIUM Blue
Time: 77760, removed: HARD Blue
Time: 77760, removed: EASY Red
Time: 77760, removed: EXPERT Blue
Time: 77760, removed: MEDIUM Red
Time: 77760, removed: HARD Red
Time: 77760, removed: EXPERT Kick
Time: 77760, removed: EXPERT Red
Time: 77760, removed: MEDIUM Blue
Time: 77880, added: EXPERT 2xKick
Time: 78040, added: EXPERT 2xKick
Time: 78040, added: EXPERT Kick
Time: 78080, removed: EXPERT Kick
Time: 78200, added: EXPERT 2xKick
Time: 78360, added: EXPERT 2xKick
Time: 78560, added: EXPERT 2xKick
Time: 78680, added: HARD Blue
Time: 78680, added: EXPERT Blue
Time: 78680, added: EXPERT 2xKick
Time: 78680, added: HARD Kick
Time: 78680, added: EXPERT Kick
Time: 78680, added: EASY Kick
Time: 78680, added: MEDIUM Kick
Time: 78680, added: MEDIUM Blue
Time: 78720, removed: EASY Kick
Time: 78720, removed: HARD Blue
Time: 78720, removed: MEDIUM Kick
Time: 78720, removed: EXPERT Blue
Time: 78720, removed: HARD Kick
Time: 78720, removed: EXPERT Kick
Time: 78720, removed: MEDIUM Blue
Time: 78840, added: EXPERT 2xKick
Time: 79000, added: EXPERT 2xKick
Time: 79000, added: EXPERT Kick
Time: 79040, removed: EXPERT Kick
Time: 79160, added: EXPERT 2xKick
Time: 79320, added: EXPERT 2xKick
