New track in update: 'smashthecontrol_rbn'
Differences found in track 'PART DRUMS':
Time: 27680, added: EXPERT Red
Time: 92000, added: EXPERT Red
Time: 92080, added: EXPERT Red
Time: 92320, added: EXPERT Red
Time: 92400, added: EXPERT Red
Time: 92960, added: EXPERT Red
Time: 93040, added: EXPERT Red
Time: 93280, added: EXPERT Red
Time: 93360, added: EXPERT Red
Time: 93920, added: EXPERT Red
Time: 94000, added: EXPERT Red
Time: 94240, added: EXPERT Red
Time: 94320, added: EXPERT Red
Time: 94880, added: EXPERT Red
Time: 94960, added: EXPERT Red
Time: 95200, added: EXPERT Red
Time: 95280, added: EXPERT Red
Time: 96160, added: EXPERT Red
Time: 96240, added: EXPERT Red
Time: 96800, added: EXPERT Red
Time: 96880, added: EXPERT Red
Time: 97120, added: EXPERT Red
Time: 97200, added: EXPERT Red
Time: 98720, added: EXPERT Red
Time: 98800, added: EXPERT Red
Time: 99040, added: EXPERT Red
Time: 99120, added: EXPERT Red
Time: 99680, added: EXPERT Red
Time: 99760, added: EXPERT Red
Time: 100000, added: EXPERT Red
Time: 100080, added: EXPERT Red
Time: 100640, added: EXPERT Red
Time: 100720, added: EXPERT Red
Time: 100960, added: EXPERT Red
Time: 101040, added: EXPERT Red
Time: 101600, added: EXPERT Red
Time: 101680, added: EXPERT Red
Time: 101920, added: EXPERT Red
Time: 102000, added: EXPERT Red
Time: 102560, added: EXPERT Red
Time: 102640, added: EXPERT Red
Time: 104480, added: EXPERT Red
Time: 104560, added: EXPERT Red
Time: 104800, added: EXPERT Red
Time: 104880, added: EXPERT Red
Time: 106400, added: EXPERT Red
Time: 106480, added: EXPERT Red
Time: 106720, added: EXPERT Red
Time: 106800, added: EXPERT Red
Time: 107360, added: EXPERT Red
Time: 107440, added: EXPERT Red
Time: 107680, added: EXPERT Red
Time: 107760, added: EXPERT Red
Time: 108320, added: EXPERT Red
Time: 108400, added: EXPERT Red
Time: 108640, added: EXPERT Red
Time: 108720, added: EXPERT Red
Time: 109280, added: EXPERT Red
Time: 109360, added: EXPERT Red
Time: 109600, added: EXPERT Red
Time: 109680, added: EXPERT Red
Time: 110240, added: EXPERT Red
Time: 110320, added: EXPERT Red
Time: 110560, added: EXPERT Red
Time: 110640, added: EXPERT Red
Time: 111520, added: EXPERT Red
Time: 111600, added: EXPERT Red
Time: 112160, added: EXPERT Red
Time: 112240, added: EXPERT Red
Time: 112480, added: EXPERT Red
Time: 112560, added: EXPERT Red
Time: 114080, added: EXPERT Red
Time: 114160, added: EXPERT Red
Time: 114400, added: EXPERT Red
Time: 114480, added: EXPERT Red
Time: 115040, added: EXPERT Red
Time: 115120, added: EXPERT Red
Time: 115360, added: EXPERT Red
Time: 115440, added: EXPERT Red
Time: 116000, added: EXPERT Red
Time: 116080, added: EXPERT Red
Time: 116320, added: EXPERT Red
Time: 116400, added: EXPERT Red
Time: 118720, removed: HARD Blue, EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 4, HARD Green, EXPERT Green
Time: 118800, removed: HARD Blue, EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 4, HARD Green, EXPERT Green
Time: 157760, removed: EXPERT Yellow, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 157840, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 157920, removed: TOM GEMS PAD 2
Time: 158000, removed: TOM GEMS PAD 2
Time: 158080, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 158160, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 158240, removed: TOM GEMS PAD 2
Time: 158320, removed: TOM GEMS PAD 2
Time: 158400, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 158480, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 158720, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 158800, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 158880, removed: TOM GEMS PAD 2
Time: 158960, removed: TOM GEMS PAD 2
Time: 159040, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 159120, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 159200, removed: TOM GEMS PAD 2
Time: 159280, removed: TOM GEMS PAD 2
Time: 159360, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 159440, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 159680, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 159760, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 159840, removed: TOM GEMS PAD 2
Time: 159920, removed: TOM GEMS PAD 2
Time: 160000, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 160080, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 160160, removed: TOM GEMS PAD 2
Time: 160240, removed: TOM GEMS PAD 2
Time: 160320, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 160400, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 160640, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 160720, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 160800, removed: TOM GEMS PAD 2
Time: 160880, removed: TOM GEMS PAD 2
Time: 160960, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 161040, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 161120, removed: TOM GEMS PAD 2
Time: 161200, removed: TOM GEMS PAD 2
Time: 161280, added: TOM GEMS PAD 4, TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 161600, removed: EXPERT Yellow, added: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3
Time: 161680, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 161760, removed: TOM GEMS PAD 2
Time: 161840, removed: TOM GEMS PAD 2
Time: 161920, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 162000, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 162080, removed: TOM GEMS PAD 2
Time: 162160, removed: TOM GEMS PAD 2
Time: 162240, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 162320, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 162560, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 162640, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 162720, removed: TOM GEMS PAD 2
Time: 162800, removed: TOM GEMS PAD 2
Time: 162880, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 162960, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 163040, removed: TOM GEMS PAD 2
Time: 163120, removed: TOM GEMS PAD 2
Time: 163200, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 163280, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 163520, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 163600, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 163680, removed: TOM GEMS PAD 2
Time: 163760, removed: TOM GEMS PAD 2
Time: 163840, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 163920, removed: TOM GEMS PAD 2, EXPERT Yellow, added: EXPERT Blue
Time: 164000, removed: TOM GEMS PAD 2
Time: 164080, removed: TOM GEMS PAD 2
Time: 164160, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 164240, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 164320, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green
Time: 164400, removed: EXPERT Blue, added: TOM GEMS PAD 4, TOM GEMS PAD 2, EXPERT Green
Time: 186080, added: EXPERT Red
Time: 186160, added: EXPERT Red
Time: 194720, added: EXPERT Red
Time: 194800, added: EXPERT Red
Time: 194880, added: EXPERT Red
Time: 197120, removed: EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 197200, removed: EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 197760, removed: EASY Blue, MEDIUM Blue, HARD Blue, EXPERT Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EXPERT Yellow, TOM GEMS PAD 2, EASY Yellow
Time: 197840, removed: EASY Blue, MEDIUM Blue, HARD Blue, EXPERT Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EXPERT Yellow, TOM GEMS PAD 2, EASY Yellow
Time: 197920, removed: HARD Blue, EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 2, HARD Yellow, EXPERT Yellow
Time: 198000, removed: HARD Blue, EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 2, HARD Yellow, EXPERT Yellow
Time: 198080, removed: EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 198160, removed: EXPERT Blue, TOM GEMS PAD 3, added: TOM GEMS PAD 2, EXPERT Yellow
Time: 198240, removed: TOM GEMS PAD 4, EASY Green, MEDIUM Green, HARD Green, EXPERT Green, added: EASY Blue, MEDIUM Blue, HARD Blue, EXPERT Blue, TOM GEMS PAD 3
Time: 198320, removed: TOM GEMS PAD 4, EASY Green, MEDIUM Green, HARD Green, EXPERT Green, added: EASY Blue, MEDIUM Blue, HARD Blue, EXPERT Blue, TOM GEMS PAD 3
Time: 198400, removed: TOM GEMS PAD 4, HARD Green, EXPERT Green, added: HARD Blue, EXPERT Blue, TOM GEMS PAD 3
Time: 198480, removed: TOM GEMS PAD 4, HARD Green, EXPERT Green, added: HARD Blue, EXPERT Blue, TOM GEMS PAD 3
Time: 200480, added: EXPERT Red
Time: 200560, added: EXPERT Red
Time: 200800, added: EXPERT Red
Time: 200880, added: EXPERT Red
Time: 201440, added: EXPERT Red
Time: 201520, added: EXPERT Red
Time: 201760, added: EXPERT Red
Time: 201840, added: EXPERT Red
Time: 202400, added: EXPERT Red
Time: 202480, added: EXPERT Red
Time: 202720, added: EXPERT Red
Time: 202800, added: EXPERT Red
Time: 203360, added: EXPERT Red
Time: 203440, added: EXPERT Red
Time: 203600, added: TOM GEMS PAD 4, TOM GEMS PAD 2, TOM GEMS PAD 3, EXPERT Yellow
Time: 203680, removed: TOM GEMS PAD 2, EXPERT Red, added: EXPERT Blue
Time: 203760, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 203840, removed: TOM GEMS PAD 2
Time: 204000, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow
Time: 204080, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow, EXPERT Yellow
Time: 204160, removed: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 204240, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 204320, removed: TOM GEMS PAD 2
Time: 204560, added: EXPERT Yellow
Time: 204640, removed: TOM GEMS PAD 2, EXPERT Red, added: EXPERT Blue
Time: 204720, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 204800, removed: TOM GEMS PAD 2
Time: 204960, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow
Time: 205040, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow, EXPERT Yellow
Time: 205120, removed: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 205200, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 205280, removed: TOM GEMS PAD 2
Time: 205440, removed: TOM GEMS PAD 4, HARD Green, EASY Green, MEDIUM Green, added: HARD Blue, EASY Blue, MEDIUM Blue
Time: 205520, removed: TOM GEMS PAD 4, HARD Green, EASY Green, MEDIUM Green, added: HARD Blue, EASY Blue, MEDIUM Blue, EXPERT Yellow
Time: 205600, removed: TOM GEMS PAD 4, EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Yellow
Time: 205680, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Green, EXPERT Yellow
Time: 205760, removed: EXPERT Blue, TOM GEMS PAD 3, added: EXPERT Yellow
Time: 205920, removed: TOM GEMS PAD 4, EASY Green, MEDIUM Green, HARD Green, EXPERT Green, added: EASY Blue, EXPERT Blue, HARD Yellow, MEDIUM Blue
Time: 206000, removed: TOM GEMS PAD 4, EASY Green, MEDIUM Green, HARD Green, EXPERT Green, added: HARD Yellow, EXPERT Yellow, EASY Blue, MEDIUM Blue, EXPERT Blue
Time: 206080, removed: TOM GEMS PAD 4, TOM GEMS PAD 2, EXPERT Green, added: EXPERT Blue
Time: 206160, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 206240, removed: TOM GEMS PAD 2
Time: 206400, removed: EASY Blue, EXPERT Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, EASY Yellow, EXPERT Green
Time: 206480, removed: EASY Blue, EXPERT Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, EXPERT Green, EASY Yellow, EXPERT Yellow
Time: 206560, removed: TOM GEMS PAD 2, EXPERT Blue, HARD Yellow, TOM GEMS PAD 3, added: HARD Blue, EXPERT Green
Time: 206640, removed: TOM GEMS PAD 2, HARD Yellow, added: HARD Blue, EXPERT Green
Time: 206720, removed: TOM GEMS PAD 2
Time: 206880, added: TOM GEMS PAD 4, TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 208160, added: EXPERT Red
Time: 208240, added: EXPERT Red
Time: 209120, added: EXPERT Red
Time: 209200, added: EXPERT Red
Time: 210080, added: EXPERT Red
Time: 210160, added: EXPERT Red
Time: 210400, added: EXPERT Red
Time: 210480, added: EXPERT Red
Time: 212800, added: EXPERT Kick
Time: 212880, added: EXPERT Kick
Time: 215840, added: EXPERT Red
Time: 215920, added: EXPERT Red
Time: 216160, added: EXPERT Red
Time: 216240, added: EXPERT Red
Time: 217760, added: EXPERT Red
Time: 217840, added: EXPERT Red
Time: 218080, added: EXPERT Red
Time: 218160, added: EXPERT Red
Time: 218720, added: EXPERT Red
Time: 218800, added: EXPERT Red
Time: 219040, added: EXPERT Red
Time: 219120, added: EXPERT Red
Time: 219680, added: EXPERT Red
Time: 219760, added: EXPERT Red
Time: 220000, added: EXPERT Red
Time: 220080, added: EXPERT Red
Time: 220640, added: EXPERT Red
Time: 220720, added: EXPERT Red
Time: 220960, added: EXPERT Red
Time: 221040, added: EXPERT Red
Time: 221600, added: EXPERT Red
Time: 221680, added: EXPERT Red
Time: 221920, added: EXPERT Red
Time: 222000, added: EXPERT Red
Time: 222880, added: EXPERT Red
Time: 222960, added: EXPERT Red
Time: 223520, added: EXPERT Red
Time: 223600, added: EXPERT Red
Time: 223840, added: EXPERT Red
Time: 223920, added: EXPERT Red
Time: 225440, added: EXPERT Red
Time: 225520, added: EXPERT Red
Time: 225760, added: EXPERT Red
Time: 225840, added: EXPERT Red
Time: 226400, added: EXPERT Red
Time: 226480, added: EXPERT Red
Time: 226720, added: EXPERT Red
Time: 226800, added: EXPERT Red
Time: 227360, added: EXPERT Red
Time: 227440, added: EXPERT Red
Time: 227680, added: EXPERT Red
Time: 227760, added: EXPERT Red
Time: 228320, added: EXPERT Red
Time: 228400, added: EXPERT Red
Time: 228640, added: EXPERT Red
Time: 228720, added: EXPERT Red
Time: 229280, added: EXPERT Red
Time: 229360, added: EXPERT Red
Time: 229600, added: EXPERT Red
Time: 229680, added: EXPERT Red
Time: 231200, added: EXPERT Red
Time: 231280, added: EXPERT Red
Time: 231520, added: EXPERT Red
Time: 231600, added: EXPERT Red
Time: 233120, added: EXPERT Red
Time: 233200, added: EXPERT Red
Time: 233440, added: EXPERT Red
Time: 233520, added: EXPERT Red
Time: 234080, added: EXPERT Red
Time: 234160, added: EXPERT Red
Time: 234400, added: EXPERT Red
Time: 234480, added: EXPERT Red
Time: 235040, added: EXPERT Red
Time: 235120, added: EXPERT Red
Time: 235360, added: EXPERT Red
Time: 235440, added: EXPERT Red
Time: 236000, added: EXPERT Red
Time: 236080, added: EXPERT Red
Time: 236320, added: EXPERT Red
Time: 236400, added: EXPERT Red
Time: 236960, added: EXPERT Red
Time: 237040, added: EXPERT Red
Time: 237280, added: EXPERT Red
Time: 237360, added: EXPERT Red
Time: 238240, added: EXPERT Red
Time: 238320, added: EXPERT Red
Time: 238880, added: EXPERT Red
Time: 238960, added: EXPERT Red
Time: 239200, added: EXPERT Red
Time: 239280, added: EXPERT Red
Time: 240800, added: EXPERT Red
Time: 240880, added: EXPERT Red
Time: 241120, added: EXPERT Red
Time: 241200, added: EXPERT Red
Time: 241760, added: EXPERT Red
Time: 241840, added: EXPERT Red
Time: 242080, added: EXPERT Red
Time: 242160, added: EXPERT Red
Time: 242720, added: EXPERT Red
Time: 242800, added: EXPERT Red
Time: 243040, added: EXPERT Red
Time: 243120, added: EXPERT Red
Time: 245280, removed: TOM GEMS PAD 4, EASY Green, MEDIUM Green, HARD Green, EXPERT Green, added: EASY Blue, MEDIUM Blue, HARD Blue, EXPERT Blue, TOM GEMS PAD 3
Time: 245360, removed: TOM GEMS PAD 4, EASY Green, MEDIUM Green, HARD Green, EXPERT Green, added: EASY Blue, MEDIUM Blue, HARD Blue, EXPERT Blue, TOM GEMS PAD 3
Time: 274640, added: TOM GEMS PAD 2, TOM GEMS PAD 3, EXPERT Yellow
Time: 274720, removed: TOM GEMS PAD 2, EXPERT Red, added: EXPERT Blue
Time: 274800, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 274880, removed: TOM GEMS PAD 2
Time: 275040, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow
Time: 275120, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow, EXPERT Yellow
Time: 275200, removed: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 275280, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 275360, removed: TOM GEMS PAD 2
Time: 275600, added: EXPERT Yellow
Time: 275680, removed: TOM GEMS PAD 2, EXPERT Red, added: EXPERT Blue
Time: 275760, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 275840, removed: TOM GEMS PAD 2
Time: 276000, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow
Time: 276080, removed: HARD Blue, EASY Blue, MEDIUM Blue, TOM GEMS PAD 3, added: MEDIUM Yellow, HARD Yellow, EASY Yellow, EXPERT Yellow
Time: 276160, removed: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 276240, removed: TOM GEMS PAD 2, added: EXPERT Blue
Time: 276320, removed: TOM GEMS PAD 2
Time: 276480, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Text differences found in track 'PART GUITAR':
Time: 278399, Text event changed from '[no event]' to '[idle_realtime]'
Time: 278400, Text event changed from '[idle_realtime]' to '[no event]'
