New track in update: 'PART REAL_BASS'
New track in update: 'PART REAL_GUITAR'
Differences found in track 'PART DRUMS':
Time: 34680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 142200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 142440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 142680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 142920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 143640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 143880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 144600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 144840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 146040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 146280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 146520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 146760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 147480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 147720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 148440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 148680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 149880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 150120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 150360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 150600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 151320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 151560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 152280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 152520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 153720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 153960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 154200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 154440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 155160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 155400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 188280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 188520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 188760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 189000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 189240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 189480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 189720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 189960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 190200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 190440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 190680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 190920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 191160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 191400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 191640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 191880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 192120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 192360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 192600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 192840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 193080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 193320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 193560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 193800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 194040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 194280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 194520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 194760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 195960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 196200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 196440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 196680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 197400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 197640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 198360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 198600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 199800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 200040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 200280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 200520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 201240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 201480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 202200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 202440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 203640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 203880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 204120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 204360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 205080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 205320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 206040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 206280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 207480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 207720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 207960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 208200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 208920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 209160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 209400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 209640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 209880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 210120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 210360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 210600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 211320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 211560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 211800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 212040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 212760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 213000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 213720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 213960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 215160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 215400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 215640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 215880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 217560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 217800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 220440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 220680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 221400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 221640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 222840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 223080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 223320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 223560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 224280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 224520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 272760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 273000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 273240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 273480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 273720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 273960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 274200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 274440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 274680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 274920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 276120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 276360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 276600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 276840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 277080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 277320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 277560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 277800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 278040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 278280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 281160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 281880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 282120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 282840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 283080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 284280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 284520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 284760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 285000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 285720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 285960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 286680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 286920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 289560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 289800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 290520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 290760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 298200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 298440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 299640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 299880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 300120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 300360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 301080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 301320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 302040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 302280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 304200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 304920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 305160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 305880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 306120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 313560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 313800, added: EXPERT 2xKick, EXPERT 2xKick
