New track in update: 'PART REAL_BASS'
New track in update: 'PART REAL_GUITAR'
New track in update: 'PART REAL_GUITAR_22'
Differences found in track 'PART DRUMS':
Time: 50520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 171000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 171240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 171480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 171720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 171960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 172200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 172440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 172680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 172920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 174120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 174360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 174600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 200280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 200520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 201240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 201480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 234120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 253560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 253800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 254040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 254280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 254520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 254760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 255000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 255240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 255480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 255720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 255960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 256200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 256440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 256680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 256920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 257160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 257400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 257640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 257880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 259080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 259200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 322680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 322920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 323160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 323400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 323640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 323880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 324120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 324360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 340440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 340680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 341400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 341640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 393480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 399480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 399720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 399960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 400200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 400440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 400680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 400920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 401160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 407640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 407880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 408600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 408840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 412920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 413160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 413400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 413640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 413880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 414120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 414360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 414600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 414840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 415080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 415320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 415560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 415800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 416040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 416280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 416520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 420600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 420840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 421080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 421320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 421560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 421800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 422040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 422280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 424200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 430200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 430440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 430680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 430920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 431160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 431400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 431640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 431880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 443640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 443880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 444120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 444360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 444600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 444840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 445080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 445320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 445560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 445800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 446040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 446280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 446520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 446760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 447000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 447240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 451320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 451560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 451800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 452040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 452280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 452520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 452760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 453000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 453720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 453960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 454920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 504840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 520200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 558840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 559080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 559320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 559560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 559800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 560040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 560280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 560520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 560760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 561000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 561240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 561480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 561720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 561960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 562200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 562440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 562680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 562920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 563160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 563400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 563640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 563880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 564120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 564360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 570360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 570600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 570840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 571080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 571320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 571560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 571800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 572040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 572280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 572520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 572760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 573000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 573240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 573480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 573720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 573960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 574200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 574440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 574680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 574920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 575160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 575400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 575640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 575880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 576120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 576360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 576600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 576840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 577080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 577320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 577560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 577800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 577920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 579720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 612360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 620280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 620520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 620760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 621000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 621240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 621480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 621720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 621960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 622200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 622440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 622680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 622920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 623160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 623400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 623640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 623880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 624120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 624360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 624600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 624840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 625080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 625320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 625560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 625800, added: EXPERT 2xKick
Time: 625920, added: EXPERT 2xKick
Time: 627720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 631800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 632040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 632280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 632520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 632760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 633000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 633240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 633480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 633720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 633960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 634200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 634440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 634680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 634920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 635160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 635400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 635520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 654840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 655080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 655320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 655560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 655800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 656040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 656280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 656520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 656760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 657000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 657240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 657480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 657720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 657960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 658200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 658440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 658680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 658920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 659160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 659400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 659640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 659880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 660120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 660360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 660600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 660840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 661080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 661320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 661560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 661800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 662040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 662280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 662520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 662760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 663000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 663240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 663480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 663720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 663960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 664200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 664440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 664680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 664920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 665160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 665400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 665640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 665880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 666120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 666240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 688560, added: CYMBAL SWELLS
Time: 688680, removed: CYMBAL SWELLS
