New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
Time: 182400, removed: Unknown Note (105)
Time: 184320, removed: Unknown Note (106)
Time: 186240, removed: Unknown Note (106)
Time: 188160, removed: Unknown Note (105)
Time: 190080, removed: Unknown Note (105)
Time: 192000, removed: Unknown Note (106)
Time: 193920, removed: Unknown Note (106)
Time: 203760, removed: Unknown Note (105), Unknown Note (106)
Differences found in track 'PART DRUMS':
Time: 3840, removed: Unknown Note (105), Unknown Note (106)
Time: 9600, removed: DRUM FILL, DRUM FILL, DRUM FILL, DRUM FILL (use all 5), DRUM FILL
Time: 11440, removed: DRUM FILL, DRUM FILL, DRUM FILL, DRUM FILL (use all 5), DRUM FILL
Time: 11760, removed: Unknown Note (106)
Time: 15280, removed: Unknown Note (106)
Time: 17200, removed: DRUM FILL, DRUM FILL, DRUM FILL, DRUM FILL (use all 5), DRUM FILL
Time: 19120, removed: DRUM FILL, DRUM FILL, DRUM FILL, DRUM FILL (use all 5), DRUM FILL
Time: 19440, removed: Unknown Note (105)
Time: 22960, removed: Unknown Note (105)
Time: 27120, removed: Unknown Note (106)
Time: 30640, removed: Unknown Note (106)
Time: 30960, removed: Unknown Note (105)
Time: 34480, removed: Unknown Note (105)
Time: 38640, removed: Unknown Note (106)
Time: 42160, removed: Unknown Note (106)
Time: 42480, removed: Unknown Note (105)
Time: 46000, removed: Unknown Note (105)
Time: 50160, removed: Unknown Note (105)
Time: 57520, removed: Unknown Note (105)
Time: 57840, removed: Unknown Note (106)
Time: 65200, removed: Unknown Note (106)
Time: 73200, removed: Unknown Note (106)
Time: 74880, removed: Unknown Note (106)
Time: 75120, removed: Unknown Note (105)
Time: 78640, removed: Unknown Note (105)
Time: 80880, removed: Unknown Note (106)
Time: 84400, removed: Unknown Note (106)
Time: 84720, removed: Unknown Note (105)
Time: 86320, removed: Unknown Note (105)
Time: 88560, removed: Unknown Note (105)
Time: 90240, removed: Unknown Note (105)
Time: 90480, removed: Unknown Note (106)
Time: 92080, removed: Unknown Note (106)
Time: 96240, removed: Unknown Note (105)
Time: 103600, removed: Unknown Note (105)
Time: 103920, removed: Unknown Note (106)
Time: 111280, removed: Unknown Note (106)
Time: 126960, removed: Unknown Note (105)
Time: 130480, removed: Unknown Note (105)
Time: 130800, removed: Unknown Note (106)
Time: 134320, removed: Unknown Note (106)
Time: 142320, removed: Unknown Note (106)
Time: 143920, removed: Unknown Note (106)
Time: 146160, removed: Unknown Note (105)
Time: 147760, removed: Unknown Note (105)
Time: 150000, removed: Unknown Note (105)
Time: 151600, removed: Unknown Note (105)
Time: 153840, removed: Unknown Note (106)
Time: 155440, removed: Unknown Note (106)
Time: 159600, removed: Unknown Note (105)
Time: 161200, removed: Unknown Note (105)
Time: 161520, removed: Unknown Note (106)
Time: 163120, removed: Unknown Note (106)
Time: 165360, removed: Unknown Note (106)
Time: 166960, removed: Unknown Note (106)
Time: 169200, removed: Unknown Note (105)
Time: 170800, removed: Unknown Note (105)
Time: 173040, removed: Unknown Note (106)
Time: 174640, removed: Unknown Note (106)
Time: 176880, removed: Unknown Note (106)
Time: 178480, removed: Unknown Note (106)
Time: 180720, removed: Unknown Note (105)
Time: 182320, removed: Unknown Note (105)
Time: 184560, removed: Unknown Note (105)
Time: 186160, removed: Unknown Note (105)
Time: 190000, removed: Unknown Note (105)
Time: 191920, removed: Unknown Note (105)
Time: 192060, removed: Unknown Note (106)
Time: 193840, removed: Unknown Note (106)
Time: 195760, removed: Unknown Note (106)
Time: 197760, removed: Unknown Note (105), Unknown Note (106)
Time: 199680, removed: Unknown Note (105)
Time: 203519, removed: Unknown Note (105), Unknown Note (106)
Text differences found in track 'PART DRUMS':
Time: 60, Text event changed from '[mix 0 drums3easynokick]' to '[mix 0 drums3]'
Differences found in track 'PART GUITAR':
Time: 7440, removed: h2h note, h2h note
Time: 12240, removed: h2h note
Time: 14160, removed: h2h note, h2h note
Time: 16080, removed: h2h note
Time: 18000, removed: h2h note
Time: 19920, removed: h2h note, h2h note
Time: 21840, removed: h2h note
Time: 26880, removed: h2h note
Time: 30480, removed: h2h note, h2h note
Time: 34560, removed: h2h note
Time: 36480, removed: h2h note
Time: 38400, removed: h2h note, h2h note
Time: 40320, removed: h2h note
Time: 42240, removed: h2h note
Time: 44160, removed: h2h note, h2h note
Time: 46080, removed: h2h note
Time: 49920, removed: h2h note
Time: 53520, removed: h2h note, h2h note
Time: 57360, removed: h2h note
Time: 72960, removed: h2h note
Time: 74880, removed: h2h note, h2h note
Time: 76800, removed: h2h note
Time: 80640, removed: h2h note
Time: 82560, removed: h2h note, h2h note
Time: 84240, removed: h2h note
Time: 88320, removed: h2h note
Time: 90240, removed: h2h note, h2h note
Time: 92160, removed: h2h note
Time: 95760, removed: h2h note
Time: 99540, removed: h2h note, h2h note
Time: 103380, removed: h2h note
Time: 118800, removed: h2h note
Time: 122580, removed: h2h note, h2h note
Time: 126240, removed: h2h note
Time: 130560, removed: h2h note
Time: 131460, removed: h2h note, h2h note
Time: 132420, removed: h2h note
Time: 142080, removed: h2h note
Time: 144000, removed: h2h note, h2h note
Time: 145920, removed: h2h note
Time: 159120, removed: h2h note
Time: 161280, removed: h2h note
Time: 162960, removed: h2h note
Time: 165120, removed: h2h note
Time: 172560, removed: h2h note
Time: 174240, removed: h2h note, h2h note
Time: 176160, removed: h2h note
Time: 180240, removed: h2h note
Time: 182160, removed: h2h note, h2h note
Time: 184080, removed: h2h note
Time: 188160, removed: h2h note
Time: 191940, removed: h2h note, h2h note
Time: 195780, removed: h2h note
Time: 203760, removed: h2h note, h2h note
Differences found in track 'PART VOCALS':
Time: 28800, removed: Unknown Note (106)
Time: 31047, removed: Unknown Note (106)
Time: 32965, removed: Unknown Note (106)
Time: 34879, removed: Unknown Note (106)
Time: 36331, removed: Unknown Note (106)
Time: 38598, removed: Unknown Note (106)
Time: 41280, removed: Unknown Note (106)
Time: 44114, removed: Unknown Note (106)
Time: 45840, removed: Unknown Note (106)
Time: 48000, removed: Unknown Note (106)
Time: 50160, removed: Unknown Note (106)
Time: 51360, removed: Unknown Note (106)
Time: 53640, removed: Unknown Note (106)
Time: 55440, removed: Unknown Note (106)
Time: 57240, removed: Unknown Note (106)
Time: 59520, removed: Unknown Note (106)
Time: 61200, removed: Unknown Note (106)
Time: 63240, removed: Unknown Note (106)
Time: 65160, removed: Unknown Note (106)
Time: 67200, removed: Unknown Note (106)
Time: 69360, removed: Unknown Note (106)
Time: 71280, removed: Unknown Note (106)
Time: 72900, removed: Unknown Note (106)
Time: 74640, removed: Unknown Note (106)
Time: 77070, removed: Unknown Note (106)
Time: 80490, removed: Unknown Note (106)
Time: 82403, removed: Unknown Note (106)
Time: 84327, removed: Unknown Note (106)
Time: 86245, removed: Unknown Note (106)
Time: 88164, removed: Unknown Note (106)
Time: 90480, removed: Unknown Note (106)
Time: 92482, removed: Unknown Note (106)
Time: 94170, removed: Unknown Note (106)
Time: 96000, removed: Unknown Note (106)
Time: 97762, removed: Unknown Note (106)
Time: 100279, removed: Unknown Note (106)
Time: 104004, removed: Unknown Note (106)
Time: 105437, removed: Unknown Note (106)
Time: 108322, removed: Unknown Note (106)
Time: 111240, removed: Unknown Note (106)
Time: 113484, removed: Unknown Note (106)
Time: 115200, removed: Unknown Note (106)
Time: 117321, removed: Unknown Note (106)
Time: 119250, removed: Unknown Note (106)
Time: 121200, removed: Unknown Note (106)
Time: 122880, removed: Unknown Note (106)
Time: 125021, removed: Unknown Note (106)
Time: 126600, removed: Unknown Note (106)
Time: 128372, removed: Unknown Note (106)
Time: 130520, removed: Unknown Note (106)
Time: 132360, removed: Unknown Note (106)
Time: 134363, removed: Unknown Note (106)
Time: 136282, removed: Unknown Note (106)
Time: 138078, removed: Unknown Note (106)
Time: 139920, removed: Unknown Note (106)
Time: 142033, removed: Unknown Note (106)
Time: 143966, removed: Unknown Note (106)
Time: 145767, removed: Unknown Note (106)
Time: 147480, removed: Unknown Note (106)
Time: 149520, removed: Unknown Note (106)
Time: 151401, removed: Unknown Note (106)
Time: 153206, removed: Unknown Note (106)
Time: 155160, removed: Unknown Note (106)
Time: 156870, removed: Unknown Note (106)
Time: 158280, removed: Unknown Note (106)
Time: 160200, removed: Unknown Note (106)
Time: 163200, removed: Unknown Note (106)
Time: 165327, removed: Unknown Note (106)
Time: 166920, removed: Unknown Note (106)
Time: 168960, removed: Unknown Note (106)
Time: 170880, removed: Unknown Note (106)
Time: 172800, removed: Unknown Note (106)
Time: 176127, removed: Unknown Note (106)
Time: 178560, removed: Unknown Note (106)
Time: 181680, removed: Unknown Note (106)
Time: 184523, removed: Unknown Note (106)
Time: 186000, removed: Unknown Note (106)
Time: 188340, removed: Unknown Note (106)
Time: 190080, removed: Unknown Note (106)
Time: 192207, removed: Unknown Note (106)
Time: 194160, removed: Unknown Note (106)
Time: 196080, removed: Unknown Note (106)
Time: 198000, removed: Unknown Note (106)
Time: 199920, removed: Unknown Note (106)
Time: 201840, removed: Unknown Note (106)
Time: 203760, removed: Unknown Note (106)
Text differences found in track 'PART VOCALS':
Time: 0, Text event changed from '[idle_realtime]' to '[no event]'
Time: 960, Text event changed from '[no event]' to '[idle_realtime]'
Time: 26967, Text event changed from 'Pop-#' to '[no event]'
Time: 27180, Text event changed from 'pin'#' to '[no event]'
Time: 27518, Text event changed from 'stop-#' to '[no event]'
Time: 27717, Text event changed from 'pin'#' to '[no event]'
Time: 27922, Text event changed from 'hop-#' to '[no event]'
Time: 28064, Text event changed from 'pin'#' to '[no event]'
Time: 28172, Text event changed from 'like#' to '[no event]'
Time: 28282, Text event changed from 'a#' to '[no event]'
Time: 28419, Text event changed from 'rab-#' to '[no event]'
Time: 28583, Text event changed from 'bit#' to '[no event]'
Time: 28849, Text event changed from 'When#' to '[no event]'
Time: 28951, Text event changed from 'I#' to '[no event]'
Time: 29075, Text event changed from 'take#' to '[no event]'
Time: 29230, Text event changed from 'the#' to '[no event]'
Time: 29331, Text event changed from 'Ni-#' to '[no event]'
Time: 29444, Text event changed from 'na#' to '[no event]'
Time: 29552, Text event changed from 'Ross#' to '[no event]'
Time: 29731, Text event changed from 'you#' to '[no event]'
Time: 29808, Text event changed from 'know#' to '[no event]'
Time: 29925, Text event changed from 'I#' to '[no event]'
Time: 30030, Text event changed from 'gots#' to '[no event]'
Time: 30202, Text event changed from 'to#' to '[no event]'
Time: 30308, Text event changed from 'have#' to '[no event]'
Time: 30538, Text event changed from 'it#' to '[no event]'
Time: 31167, Text event changed from 'I#' to '[no event]'
Time: 31262, Text event changed from 'lay#' to '[no event]'
Time: 31387, Text event changed from 'back#' to '[no event]'
Time: 31519, Text event changed from 'in#' to '[no event]'
Time: 31598, Text event changed from 'the#' to '[no event]'
Time: 31761, Text event changed from 'cut#' to '[no event]'
Time: 31937, Text event changed from 're-#' to '[no event]'
Time: 32085, Text event changed from 'tain#' to '[no event]'
Time: 32294, Text event changed from 'my-#' to '[no event]'
Time: 32483, Text event changed from 'self#' to '[no event]'
Time: 33050, Text event changed from 'I'm#' to '[no event]'
Time: 33170, Text event changed from 'think-#' to '[no event]'
Time: 33280, Text event changed from 'in'#' to '[no event]'
Time: 33400, Text event changed from ''bout#' to '[no event]'
Time: 33541, Text event changed from 'this#' to '[no event]'
Time: 33683, Text event changed from 'hit#' to '[no event]'
Time: 33813, Text event changed from 'and#' to '[no event]'
Time: 33883, Text event changed from 'I'm#' to '[no event]'
Time: 34059, Text event changed from 'think-#' to '[no event]'
Time: 34217, Text event changed from 'in'#' to '[no event]'
Time: 34378, Text event changed from 'well#' to '[no event]'
Time: 34978, Text event changed from 'Now#' to '[no event]'
Time: 35123, Text event changed from 'how#' to '[no event]'
Time: 35357, Text event changed from 'can#' to '[no event]'
Time: 35445, Text event changed from 'I#' to '[no event]'
Time: 35592, Text event changed from 'makes#' to '[no event]'
Time: 35827, Text event changed from 'my#' to '[no event]'
Time: 36001, Text event changed from 'grip?#' to '[no event]'
Time: 36444, Text event changed from 'And#' to '[no event]'
Time: 36570, Text event changed from 'how#' to '[no event]'
Time: 36795, Text event changed from 'can#' to '[no event]'
Time: 36881, Text event changed from 'I#' to '[no event]'
Time: 37019, Text event changed from 'make#' to '[no event]'
Time: 37185, Text event changed from 'this#' to '[no event]'
Time: 37402, Text event changed from 'fool#' to '[no event]'
Time: 37735, Text event changed from 'straight#' to '[no event]'
Time: 38182, Text event changed from 'slip?#' to '[no event]'
Time: 38696, Text event changed from 'Set#' to '[no event]'
Time: 38935, Text event changed from 'trip#' to '[no event]'
Time: 39167, Text event changed from 'got-#' to '[no event]'
Time: 39296, Text event changed from 'ta#' to '[no event]'
Time: 39425, Text event changed from 'get#' to '[no event]'
Time: 39518, Text event changed from 'him#' to '[no event]'
Time: 39664, Text event changed from 'for#' to '[no event]'
Time: 39775, Text event changed from 'his#' to '[no event]'
Time: 39935, Text event changed from 'grip#' to '[no event]'
Time: 40120, Text event changed from 'as#' to '[no event]'
Time: 40251, Text event changed from 'I#' to '[no event]'
Time: 40373, Text event changed from 'dip#' to '[no event]'
Time: 40496, Text event changed from 'a-#' to '[no event]'
Time: 40584, Text event changed from 'round#' to '[no event]'
Time: 40731, Text event changed from 'the#' to '[no event]'
Time: 40872, Text event changed from 'cor-#' to '[no event]'
Time: 41035, Text event changed from 'ner#' to '[no event]'
Time: 41325, Text event changed from 'Now#' to '[no event]'
Time: 41453, Text event changed from 'I'm#' to '[no event]'
Time: 41559, Text event changed from 'on#' to '[no event]'
Time: 41700, Text event changed from 'a-#' to '[no event]'
Time: 42002, Text event changed from 'noth-#' to '[no event]'
Time: 42170, Text event changed from 'er#' to '[no event]'
Time: 42284, Text event changed from 'mis-#' to '[no event]'
Time: 42463, Text event changed from 'sion#' to '[no event]'
Time: 42794, Text event changed from 'wish-#' to '[no event]'
Time: 42969, Text event changed from 'in'#' to '[no event]'
Time: 43107, Text event changed from 'up-#' to '[no event]'
Time: 43272, Text event changed from 'on#' to '[no event]'
Time: 43444, Text event changed from 'a#' to '[no event]'
Time: 43616, Text event changed from 'star#' to '[no event]'
Time: 44206, Text event changed from 'Snoop#' to '[no event]'
Time: 44431, Text event changed from 'Dog-#' to '[no event]'
Time: 44581, Text event changed from 'gy#' to '[no event]'
Time: 44705, Text event changed from 'Dogg#' to '[no event]'
Time: 44927, Text event changed from 'with#' to '[no event]'
Time: 45048, Text event changed from 'the#' to '[no event]'
Time: 45205, Text event changed from 'cav-#' to '[no event]'
Time: 45408, Text event changed from 'i-#' to '[no event]'
Time: 45537, Text event changed from 'ar#' to '[no event]'
Time: 45883, Text event changed from 'In#' to '[no event]'
Time: 46024, Text event changed from 'the#' to '[no event]'
Time: 46151, Text event changed from 'back#' to '[no event]'
Time: 46349, Text event changed from 'of#' to '[no event]'
Time: 46486, Text event changed from 'the#' to '[no event]'
Time: 46608, Text event changed from 'lim-#' to '[no event]'
Time: 46729, Text event changed from 'o#' to '[no event]'
Time: 46837, Text event changed from 'no#' to '[no event]'
Time: 46976, Text event changed from 'dem-#' to '[no event]'
Time: 47086, Text event changed from 'o#' to '[no event]'
Time: 47207, Text event changed from 'this#' to '[no event]'
Time: 47320, Text event changed from 'is#' to '[no event]'
Time: 47446, Text event changed from 'the#' to '[no event]'
Time: 47580, Text event changed from 'real#' to '[no event]'
Time: 48022, Text event changed from 'Break-#' to '[no event]'
Time: 48162, Text event changed from 'in'#' to '[no event]'
Time: 48323, Text event changed from 'fools#' to '[no event]'
Time: 48546, Text event changed from 'down#' to '[no event]'
Time: 48762, Text event changed from 'like#' to '[no event]'
Time: 48893, Text event changed from 'E-#' to '[no event]'
Time: 49010, Text event changed from 'van-#' to '[no event]'
Time: 49148, Text event changed from 'der#' to '[no event]'
Time: 49249, Text event changed from 'Ho-#' to '[no event]'
Time: 49373, Text event changed from 'ly-#' to '[no event]'
Time: 49516, Text event changed from 'field#' to '[no event]'
Time: 49768, Text event changed from 'chill#' to '[no event]'
Time: 50225, Text event changed from ''Til#' to '[no event]'
Time: 50340, Text event changed from 'the#' to '[no event]'
Time: 50468, Text event changed from 'next#' to '[no event]'
Time: 50683, Text event changed from 'ep-#' to '[no event]'
Time: 50813, Text event changed from 'i-#' to '[no event]'
Time: 50980, Text event changed from 'sode#' to '[no event]'
Time: 51540, Text event changed from 'I#' to '[no event]'
Time: 51665, Text event changed from 'make#' to '[no event]'
Time: 51823, Text event changed from 'mon-#' to '[no event]'
Time: 52015, Text event changed from 'ey#' to '[no event]'
Time: 52377, Text event changed from 'and#' to '[no event]'
Time: 52494, Text event changed from 'I#' to '[no event]'
Time: 52632, Text event changed from 'real-#' to '[no event]'
Time: 52727, Text event changed from 'ly#' to '[no event]'
Time: 52860, Text event changed from 'don't#' to '[no event]'
Time: 53105, Text event changed from 'love#' to '[no event]'
Time: 53342, Text event changed from 'those#' to '[no event]'
Time: 53709, Text event changed from 'To#' to '[no event]'
Time: 53828, Text event changed from 'tell#' to '[no event]'
Time: 53949, Text event changed from 'you#' to '[no event]'
Time: 54020, Text event changed from 'the#' to '[no event]'
Time: 54206, Text event changed from 'truth#' to '[no event]'
Time: 54657, Text event changed from 'I#' to '[no event]'
Time: 54781, Text event changed from 'swoop#' to '[no event]'
Time: 54930, Text event changed from 'in#' to '[no event]'
Time: 55013, Text event changed from 'the#' to '[no event]'
Time: 55160, Text event changed from 'coupe#' to '[no event]'
Time: 55610, Text event changed from 'I#' to '[no event]'
Time: 55690, Text event changed from 'used#' to '[no event]'
Time: 55831, Text event changed from 'to#' to '[no event]'
Time: 55956, Text event changed from 'sell#' to '[no event]'
Time: 56142, Text event changed from 'loot#' to '[no event]'
Time: 56579, Text event changed from 'I#' to '[no event]'
Time: 56662, Text event changed from 'used#' to '[no event]'
Time: 56791, Text event changed from 'to#' to '[no event]'
Time: 56932, Text event changed from 'shoot#' to '[no event]'
Time: 57077, Text event changed from 'hoop#' to '[no event]'
Time: 57287, Text event changed from 'But#' to '[no event]'
Time: 57391, Text event changed from 'now#' to '[no event]'
Time: 57534, Text event changed from 'I#' to '[no event]'
Time: 57678, Text event changed from 'make#' to '[no event]'
Time: 58137, Text event changed from 'hits#' to '[no event]'
Time: 58599, Text event changed from 'ev-#' to '[no event]'
Time: 58745, Text event changed from 'ery#' to '[no event]'
Time: 58865, Text event changed from 'sin-#' to '[no event]'
Time: 58995, Text event changed from 'gle#' to '[no event]'
Time: 59135, Text event changed from 'day#' to '[no event]'
Time: 59599, Text event changed from 'With#' to '[no event]'
Time: 59929, Text event changed from 'my#' to '[no event]'
Time: 60077, Text event changed from 'hom-#' to '[no event]'
Time: 60212, Text event changed from 'ie#' to '[no event]'
Time: 60447, Text event changed from 'the#' to '[no event]'
Time: 60540, Text event changed from 'dig-#' to '[no event]'
Time: 60652, Text event changed from 'gy#' to '[no event]'
Time: 60770, Text event changed from 'Doc-#' to '[no event]'
Time: 60927, Text event changed from 'tor#' to '[no event]'
Time: 61033, Text event changed from 'Dre#' to '[no event]'
Time: 61374, Text event changed from 'So#' to '[no event]'
Time: 61484, Text event changed from 'lay#' to '[no event]'
Time: 61623, Text event changed from 'back#' to '[no event]'
Time: 61752, Text event changed from 'in#' to '[no event]'
Time: 61820, Text event changed from 'the#' to '[no event]'
Time: 62023, Text event changed from 'cut#' to '[no event]'
Time: 62225, Text event changed from 'young#' to '[no event]'
Time: 62461, Text event changed from 'fool#' to '[no event]'
Time: 62671, Text event changed from ''fore#' to '[no event]'
Time: 62763, Text event changed from 'you#' to '[no event]'
Time: 62880, Text event changed from 'get#' to '[no event]'
Time: 63078, Text event changed from 'popped#' to '[no event]'
Time: 63311, Text event changed from 'It's#' to '[no event]'
Time: 63477, Text event changed from 'one=#' to '[no event]'
Time: 63658, Text event changed from 'eight=#' to '[no event]'
Time: 63930, Text event changed from 'sev-#' to '[no event]'
Time: 64055, Text event changed from 'en#' to '[no event]'
Time: 64124, Text event changed from 'and#' to '[no event]'
Time: 64276, Text event changed from 'you#' to '[no event]'
Time: 64377, Text event changed from 'know#' to '[no event]'
Time: 64492, Text event changed from 'it#' to '[no event]'
Time: 64618, Text event changed from 'don't#' to '[no event]'
Time: 64912, Text event changed from 'stop#' to '[no event]'
Time: 65278, Text event changed from 'Da' to '[no event]'
Time: 65538, Text event changed from 'da' to '[no event]'
Time: 65782, Text event changed from 'da' to '[no event]'
Time: 65955, Text event changed from 'da' to '[no event]'
Time: 66166, Text event changed from 'da' to '[no event]'
Time: 66506, Text event changed from 'da' to '[no event]'
Time: 66742, Text event changed from 'da' to '[no event]'
Time: 66905, Text event changed from 'da' to '[no event]'
Time: 67454, Text event changed from 'Da' to '[no event]'
Time: 67686, Text event changed from 'da' to '[no event]'
Time: 67872, Text event changed from 'da' to '[no event]'
Time: 68093, Text event changed from 'da' to '[no event]'
Time: 68432, Text event changed from 'da' to '[no event]'
Time: 68678, Text event changed from 'da' to '[no event]'
Time: 68795, Text event changed from 'da' to '[no event]'
Time: 68899, Text event changed from 'da' to '[no event]'
Time: 69036, Text event changed from 'da' to '[no event]'
Time: 69136, Text event changed from 'da' to '[no event]'
Time: 69387, Text event changed from 'Da' to '[no event]'
Time: 69626, Text event changed from 'da' to '[no event]'
Time: 69779, Text event changed from 'da' to '[no event]'
Time: 70012, Text event changed from 'da' to '[no event]'
Time: 70360, Text event changed from 'da' to '[no event]'
Time: 70573, Text event changed from 'da' to '[no event]'
Time: 70728, Text event changed from 'da' to '[no event]'
Time: 71066, Text event changed from '+' to '[no event]'
Time: 71291, Text event changed from 'Da' to '[no event]'
Time: 71524, Text event changed from 'da' to '[no event]'
Time: 71696, Text event changed from 'da' to '[no event]'
Time: 71923, Text event changed from 'da' to '[no event]'
Time: 72259, Text event changed from 'da' to '[no event]'
Time: 72493, Text event changed from 'da' to '[no event]'
Time: 72674, Text event changed from 'da' to '[no event]'
Time: 72913, Text event changed from 'Boy#' to '[no event]'
Time: 73082, Text event changed from 'it's#' to '[no event]'
Time: 73262, Text event changed from 'get-#' to '[no event]'
Time: 73375, Text event changed from 'tin'#' to '[no event]'
Time: 73524, Text event changed from 'hot#' to '[no event]'
Time: 73894, Text event changed from 'yes#' to '[no event]'
Time: 74096, Text event changed from 'in-#' to '[no event]'
Time: 74231, Text event changed from 'deed#' to '[no event]'
Time: 74338, Text event changed from 'it#' to '[no event]'
Time: 74465, Text event changed from 'is#' to '[no event]'
Time: 74741, Text event changed from 'Snoop#' to '[no event]'
Time: 74928, Text event changed from 'Dogg#' to '[no event]'
Time: 75095, Text event changed from 'is#' to '[no event]'
Time: 75194, Text event changed from 'on#' to '[no event]'
Time: 75322, Text event changed from 'the#' to '[no event]'
Time: 75419, Text event changed from 'mic#' to '[no event]'
Time: 75554, Text event changed from 'I'm#' to '[no event]'
Time: 75655, Text event changed from ''bout#' to '[no event]'
Time: 75759, Text event changed from 'as#' to '[no event]'
Time: 75911, Text event changed from 'cra-#' to '[no event]'
Time: 76050, Text event changed from 'zy#' to '[no event]'
Time: 76144, Text event changed from 'as#' to '[no event]'
Time: 76298, Text event changed from 'Biz#' to '[no event]'
Time: 76593, Text event changed from 'Mark-#' to '[no event]'
Time: 76906, Text event changed from 'ie#' to '[no event]'
Time: 77129, Text event changed from 'Spark#' to '[no event]'
Time: 77381, Text event changed from 'the#' to '[no event]'
Time: 78049, Text event changed from 'real#' to '[no event]'
Time: 78307, Text event changed from 'quick#' to '[no event]'
Time: 78666, Text event changed from 'and#' to '[no event]'
Time: 78781, Text event changed from 'let#' to '[no event]'
Time: 78891, Text event changed from 'me#' to '[no event]'
Time: 78997, Text event changed from 'hit#' to '[no event]'
Time: 79179, Text event changed from 'ya#' to '[no event]'
Time: 79453, Text event changed from 'with#' to '[no event]'
Time: 79597, Text event changed from 'some#' to '[no event]'
Time: 79746, Text event changed from 'gang-#' to '[no event]'
Time: 80009, Text event changed from 'sta#' to '[no event]'
Time: 80561, Text event changed from 'Ahh#' to '[no event]'
