Differences found in track 'PART DRUMS':
Time: 6840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 43560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 43800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 44040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 44280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 44520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 44760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 45000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 45240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 45480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 45720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 45960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 46200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 46440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 46680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 46920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 47160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 47400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 47640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 47880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 48120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 48360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 48600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 48840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 49080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 49320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 49560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 49800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 50040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 50280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 50520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 50760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 51000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 51240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 51480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 51720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 56760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 60600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 62520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 62760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 63000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 63240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 64440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 68280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 72120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 75960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 77880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 78120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 78360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 78600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 79800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 83640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 86520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 86760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 87000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 87240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 87480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 87720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 87960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 88200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 88440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 88680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 88920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 89160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 89400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 89640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 89880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 90120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 90360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 90600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 90840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 91080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 91320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 91560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 91800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 92040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 92280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 92520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 92760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 93000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 93240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 93480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 93720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 93960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 94200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 94440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 94680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 94920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 95160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 95400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 95640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 95880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 96120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 96360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 96600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 96840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 97080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 97320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 97560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 97800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 98040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 98280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 98520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 98760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 99000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 99240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 99480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 99720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 99960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 100200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 100440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 100680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 100920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 101160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 101400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 101640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 101880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 102120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 102360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 102600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 102840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 103080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 103320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 103560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 103800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 104040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 104280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 104520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 104760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 105000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 105240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 105480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 105720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 105960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 106200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 106440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 106680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 106920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 107160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 107400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 107640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 107880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 108120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 108360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 108600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 108840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 109080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 109320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 109560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 109800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 110040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 110280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 110520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 110760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 111000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 111240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 111480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 111720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 111960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 112200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 112440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 112680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 112920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 113160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 113400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 113640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 113880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 114120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 114360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 114600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 114840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 115080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 115320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 115560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 115800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 116040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 116280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 116520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 116760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 117000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 117240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 118200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 122280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 126120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 132600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 133560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 137400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 139560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 149160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 153000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 156840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 165720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 165960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 166200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 166440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 166680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 166920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 169560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 169800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 170760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 173880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 174120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 174360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 174600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 178680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 179640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 181800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 185640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 189480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 195240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 199080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 202920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 211800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 212040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 212280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 212520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 212760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 213000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 215640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 215880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 216840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 219960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 220200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 220440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 220680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 225720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 229560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 231480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 231720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 231960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 232200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 233400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 237240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 241080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 244920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 246840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 247080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 247320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 247560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 248760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 252600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 288840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 289080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 289320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 289560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 289800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 290040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 290280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 290520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 290760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 291960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 292920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 293880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 294840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 295800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 296760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 297960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 298200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 298440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 298680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 298920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 299160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 299400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 299640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 299880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 300120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 300360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 300600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 300840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 301080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 301320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 301560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 301800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 302040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 302280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 302520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 302760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 303960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 304200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 304440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 304680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 304920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 305160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 305400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 305640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 305880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 306120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 306360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 306600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 306840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 307800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 308760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 309960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 310920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 311880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 312840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 313080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 313320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 313560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 313800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 314040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 314280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 314520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 314760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 319800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 323640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 327480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 331320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 332520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 335160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 339000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 342840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 348120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 348360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 348600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 349560, added: EXPERT 2xKick, EXPERT 2xKick
