Differences found in track 'PART DRUMS':
Time: 351000, added: DRUM ROLL
Time: 122880, removed: EXPERT Green
Time: 122880, removed: EXPERT Red
Time: 122880, removed: HARD Green
Time: 123760, added: LANE MARKER
Time: 128145, added: h2h note
Time: 128145, added: EXPERT Green
Time: 128145, added: EXPERT Red
Time: 128145, added: EXPERT Yellow
Time: 128145, added: LANE MARKER
Time: 128160, removed: EXPERT Green
Time: 128160, removed: EXPERT Red
Time: 128160, removed: h2h note
Time: 128160, removed: EXPERT Yellow
Time: 129520, added: LANE MARKER
Time: 134865, added: MEDIUM Red
Time: 134865, added: EASY Yellow
Time: 134865, added: HARD Red
Time: 134865, added: EXPERT Green
Time: 134865, added: EXPERT Red
Time: 134865, added: EXPERT Yellow
Time: 134865, added: LANE MARKER
Time: 134880, removed: MEDIUM Red
Time: 134880, removed: EASY Yellow
Time: 134880, removed: HARD Red
Time: 134880, removed: EXPERT Green
Time: 134880, removed: EXPERT Red
Time: 134880, removed: EXPERT Yellow
Time: 136800, added: LANE MARKER
Time: 138225, added: EXPERT Yellow
Time: 138225, added: MEDIUM Blue
Time: 138225, added: HARD Blue
Time: 138225, added: EXPERT Blue
Time: 138225, added: MEDIUM Red
Time: 138225, added: EASY Yellow
Time: 138225, added: EXPERT Red
Time: 138225, added: HARD Yellow
Time: 138225, added: LANE MARKER
Time: 138240, removed: EXPERT Yellow
Time: 138240, removed: MEDIUM Blue
Time: 138240, removed: HARD Blue
Time: 138240, removed: EXPERT Blue
Time: 138240, removed: MEDIUM Red
Time: 138240, removed: EASY Yellow
Time: 138240, removed: EXPERT Red
Time: 138240, removed: HARD Yellow
Time: 139665, added: HARD Blue
Time: 139665, added: EXPERT Blue
Time: 139665, added: EASY Red
Time: 139665, added: MEDIUM Red
Time: 139665, added: HARD Red
Time: 139665, added: MEDIUM Yellow
Time: 139665, added: EXPERT Red
Time: 139665, added: EXPERT Yellow
Time: 139665, added: LANE MARKER
Time: 139680, removed: HARD Blue
Time: 139680, removed: EXPERT Blue
Time: 139680, removed: EASY Red
Time: 139680, removed: MEDIUM Red
Time: 139680, removed: HARD Red
Time: 139680, removed: MEDIUM Yellow
Time: 139680, removed: EXPERT Red
Time: 139680, removed: EXPERT Yellow
Time: 141040, added: LANE MARKER
Time: 142680, added: LANE MARKER
Time: 144000, added: LANE MARKER
Time: 146385, added: MEDIUM Green
Time: 146385, added: HARD Green
Time: 146385, added: EASY Green
Time: 146385, added: EXPERT Red
Time: 146385, added: EXPERT Yellow
Time: 146385, added: LANE MARKER
Time: 146400, removed: MEDIUM Green
Time: 146400, removed: HARD Green
Time: 146400, removed: EXPERT Yellow
Time: 146400, removed: EXPERT Red
Time: 146400, removed: EASY Green
Time: 146880, added: LANE MARKER
Time: 151920, added: LANE MARKER
Time: 152640, added: LANE MARKER
Time: 157905, added: MEDIUM Green
Time: 157905, added: EASY Red
Time: 157905, added: HARD Green
Time: 157905, added: EXPERT Green
Time: 157905, added: EXPERT Yellow
Time: 157905, added: LANE MARKER
Time: 157920, removed: MEDIUM Green
Time: 157920, removed: EASY Red
Time: 157920, removed: HARD Green
Time: 157920, removed: EXPERT Green
Time: 157920, removed: EXPERT Yellow
Time: 159600, added: LANE MARKER
Time: 160785, added: EASY Red
Time: 160785, added: MEDIUM Red
Time: 160785, added: HARD Red
Time: 160785, added: EXPERT Green
Time: 160785, added: EXPERT Red
Time: 160785, added: LANE MARKER
Time: 160800, removed: EASY Red
Time: 160800, removed: MEDIUM Red
Time: 160800, removed: HARD Red
Time: 160800, removed: EXPERT Green
Time: 160800, removed: EXPERT Red
Time: 169840, added: LANE MARKER
Time: 181185, added: HARD Red
Time: 181185, added: EXPERT Green
Time: 181185, added: EXPERT Red
Time: 181185, added: EXPERT Yellow
Time: 181185, added: LANE MARKER
Time: 181200, removed: EXPERT Green
Time: 181200, removed: EXPERT Red
Time: 181200, removed: EXPERT Yellow
Time: 181200, removed: HARD Red
Time: 181440, added: LANE MARKER
Time: 182865, added: MEDIUM Green
Time: 182865, added: EXPERT Blue
Time: 182865, added: h2h note
Time: 182865, added: h2h note
Time: 182865, added: HARD Green
Time: 182865, added: EXPERT Green
Time: 182865, added: EXPERT Red
Time: 182865, added: EASY Green
Time: 182865, added: LANE MARKER
Time: 182880, removed: MEDIUM Green
Time: 182880, removed: EXPERT Blue
Time: 182880, removed: h2h note
Time: 182880, removed: h2h note
Time: 182880, removed: HARD Green
Time: 182880, removed: EXPERT Green
Time: 182880, removed: EXPERT Red
Time: 182880, removed: EASY Green
Time: 187200, added: LANE MARKER
Time: 188625, added: HARD Blue
Time: 188625, added: EXPERT Blue
Time: 188625, added: EASY Yellow
Time: 188625, added: h2h note
Time: 188625, added: MEDIUM Yellow
Time: 188625, added: EXPERT Red
Time: 188625, added: EXPERT Yellow
Time: 188625, added: LANE MARKER
Time: 188640, removed: EXPERT Blue
Time: 188640, removed: EASY Yellow
Time: 188640, removed: h2h note
Time: 188640, removed: MEDIUM Yellow
Time: 188640, removed: EXPERT Red
Time: 188640, removed: EXPERT Yellow
Time: 188640, removed: HARD Blue
Time: 190480, added: LANE MARKER
Time: 191985, added: MEDIUM Green
Time: 191985, added: LANE MARKER
Time: 191985, added: HARD Green
Time: 191985, added: EXPERT Green
Time: 191985, added: EXPERT Yellow
Time: 192000, removed: MEDIUM Green
Time: 192000, removed: EXPERT Green
Time: 192000, removed: HARD Green
Time: 192000, removed: EXPERT Yellow
Time: 192880, added: LANE MARKER
Time: 198225, added: MEDIUM Green
Time: 198225, added: HARD Green
Time: 198225, added: EASY Green
Time: 198225, added: EXPERT Green
Time: 198225, added: EXPERT Red
Time: 198225, added: EXPERT Yellow
Time: 198225, added: LANE MARKER
Time: 198240, removed: MEDIUM Green
Time: 198240, removed: HARD Green
Time: 198240, removed: EXPERT Yellow
Time: 198240, removed: EXPERT Green
Time: 198240, removed: EXPERT Red
Time: 198240, removed: EASY Green
Time: 198705, added: MEDIUM Green
Time: 198705, added: EXPERT Yellow
Time: 198705, added: MEDIUM Red
Time: 198705, added: h2h note
Time: 198705, added: HARD Green
Time: 198705, added: EXPERT Green
Time: 198705, added: HARD Yellow
Time: 198705, added: EASY Green
Time: 198705, added: LANE MARKER
Time: 198720, removed: MEDIUM Green
Time: 198720, removed: EXPERT Yellow
Time: 198720, removed: MEDIUM Red
Time: 198720, removed: h2h note
Time: 198720, removed: HARD Green
Time: 198720, removed: EXPERT Green
Time: 198720, removed: HARD Yellow
Time: 198720, removed: EASY Green
Time: 203025, added: MEDIUM Green
Time: 203025, added: EASY Red
Time: 203025, added: HARD Green
Time: 203025, added: EXPERT Green
Time: 203025, added: EXPERT Yellow
Time: 203025, added: LANE MARKER
Time: 203040, removed: MEDIUM Green
Time: 203040, removed: EASY Red
Time: 203040, removed: HARD Green
Time: 203040, removed: EXPERT Green
Time: 203040, removed: EXPERT Yellow
Time: 204480, added: LANE MARKER
Time: 205905, added: MEDIUM Green
Time: 205905, added: EXPERT Blue
Time: 205905, added: OVERDRIVE
Time: 205905, added: HARD Green
Time: 205905, added: EXPERT Green
Time: 205905, added: EXPERT Red
Time: 205905, added: EASY Green
Time: 205905, added: LANE MARKER
Time: 205920, removed: MEDIUM Green
Time: 205920, removed: EXPERT Blue
Time: 205920, removed: OVERDRIVE
Time: 205920, removed: HARD Green
Time: 205920, removed: EXPERT Green
Time: 205920, removed: EXPERT Red
Time: 205920, removed: EASY Green
Time: 210680, added: LANE MARKER
Time: 211665, added: HARD Blue
Time: 211665, added: EXPERT Blue
Time: 211665, added: LANE MARKER
Time: 211665, added: EASY Yellow
Time: 211665, added: MEDIUM Red
Time: 211665, added: HARD Red
Time: 211665, added: MEDIUM Yellow
Time: 211665, added: EXPERT Red
Time: 211680, removed: EXPERT Blue
Time: 211680, removed: MEDIUM Red
Time: 211680, removed: EASY Yellow
Time: 211680, removed: HARD Red
Time: 211680, removed: MEDIUM Yellow
Time: 211680, removed: EXPERT Red
Time: 211680, removed: HARD Blue
Time: 213040, added: LANE MARKER
Time: 214680, added: LANE MARKER
Time: 216000, added: LANE MARKER
Time: 221745, added: MEDIUM Green
Time: 221745, added: EXPERT Red
Time: 221745, added: EASY Red
Time: 221745, added: h2h note
Time: 221745, added: HARD Red
Time: 221745, added: h2h note
Time: 221745, added: MEDIUM Yellow
Time: 221745, added: EXPERT Green
Time: 221745, added: HARD Yellow
Time: 221745, added: EXPERT Yellow
Time: 221745, added: LANE MARKER
Time: 221760, removed: MEDIUM Green
Time: 221760, removed: EXPERT Red
Time: 221760, removed: EASY Red
Time: 221760, removed: h2h note
Time: 221760, removed: HARD Red
Time: 221760, removed: h2h note
Time: 221760, removed: MEDIUM Yellow
Time: 221760, removed: EXPERT Green
Time: 221760, removed: HARD Yellow
Time: 221760, removed: EXPERT Yellow
Time: 223185, added: EXPERT Yellow
Time: 223185, added: HARD Blue
Time: 223185, added: EXPERT Blue
Time: 223185, added: MEDIUM Red
Time: 223185, added: HARD Red
Time: 223185, added: MEDIUM Yellow
Time: 223185, added: EXPERT Red
Time: 223185, added: EASY Green
Time: 223185, added: LANE MARKER
Time: 223200, removed: EASY Green
Time: 223200, removed: HARD Blue
Time: 223200, removed: EXPERT Blue
Time: 223200, removed: MEDIUM Red
Time: 223200, removed: HARD Red
Time: 223200, removed: MEDIUM Yellow
Time: 223200, removed: EXPERT Red
Time: 223200, removed: EXPERT Yellow
Time: 223905, added: EXPERT Blue
Time: 223905, added: HARD Orange
Time: 223905, added: EXPERT Orange
Time: 223905, added: HARD Red
Time: 223905, added: EXPERT Red
Time: 223905, added: LANE MARKER
Time: 223920, removed: EXPERT Blue
Time: 223920, removed: HARD Orange
Time: 223920, removed: EXPERT Orange
Time: 223920, removed: HARD Red
Time: 223920, removed: EXPERT Red
Time: 224625, added: HARD Blue
Time: 224625, added: EXPERT Blue
Time: 224625, added: MEDIUM Red
Time: 224625, added: EXPERT Orange
Time: 224625, added: HARD Red
Time: 224625, added: MEDIUM Yellow
Time: 224625, added: EXPERT Red
Time: 224625, added: EASY Green
Time: 224625, added: LANE MARKER
Time: 224640, removed: HARD Blue
Time: 224640, removed: EXPERT Blue
Time: 224640, removed: MEDIUM Red
Time: 224640, removed: EXPERT Orange
Time: 224640, removed: HARD Red
Time: 224640, removed: MEDIUM Yellow
Time: 224640, removed: EXPERT Red
Time: 224640, removed: EASY Green
Time: 224760, added: LANE MARKER
Time: 225465, added: HARD Orange
Time: 225465, added: EXPERT Orange
Time: 225465, added: HARD Red
Time: 225465, added: EXPERT Red
Time: 225465, added: EXPERT Yellow
Time: 225465, added: LANE MARKER
Time: 225480, removed: HARD Orange
Time: 225480, removed: EXPERT Orange
Time: 225480, removed: HARD Red
Time: 225480, removed: EXPERT Red
Time: 225480, removed: EXPERT Yellow
Time: 227505, added: MEDIUM Blue
Time: 227505, added: HARD Blue
Time: 227505, added: EASY Red
Time: 227505, added: EXPERT Blue
Time: 227505, added: h2h note
Time: 227505, added: EXPERT Orange
Time: 227505, added: h2h note
Time: 227505, added: MEDIUM Red
Time: 227505, added: HARD Yellow
Time: 227505, added: EXPERT Yellow
Time: 227505, added: LANE MARKER
Time: 227520, removed: MEDIUM Blue
Time: 227520, removed: HARD Blue
Time: 227520, removed: EASY Red
Time: 227520, removed: EXPERT Blue
Time: 227520, removed: h2h note
Time: 227520, removed: EXPERT Orange
Time: 227520, removed: h2h note
Time: 227520, removed: MEDIUM Red
Time: 227520, removed: HARD Yellow
Time: 227520, removed: EXPERT Yellow
Time: 230265, added: EXPERT Blue
Time: 230265, added: EXPERT Yellow
Time: 230265, added: EXPERT Red
Time: 230265, added: HARD Yellow
Time: 230265, added: HARD Blue
Time: 230265, added: LANE MARKER
Time: 230280, removed: EXPERT Blue
Time: 230280, removed: EXPERT Red
Time: 230280, removed: HARD Yellow
Time: 230280, removed: EXPERT Yellow
Time: 230280, removed: HARD Blue
Time: 230400, added: LANE MARKER
Time: 232185, added: EXPERT Blue
Time: 232185, added: EXPERT Red
Time: 232185, added: HARD Red
Time: 232185, added: HARD Yellow
Time: 232185, added: EXPERT Yellow
Time: 232185, added: LANE MARKER
Time: 232200, removed: EXPERT Blue
Time: 232200, removed: EXPERT Red
Time: 232200, removed: HARD Red
Time: 232200, removed: HARD Yellow
Time: 232200, removed: EXPERT Yellow
Time: 233745, added: MEDIUM Green
Time: 233745, added: EXPERT Yellow
Time: 233745, added: EXPERT Blue
Time: 233745, added: HARD Red
Time: 233745, added: MEDIUM Yellow
Time: 233745, added: EXPERT Red
Time: 233745, added: HARD Yellow
Time: 233745, added: LANE MARKER
Time: 233760, removed: MEDIUM Green
Time: 233760, removed: EXPERT Blue
Time: 233760, removed: HARD Yellow
Time: 233760, removed: HARD Red
Time: 233760, removed: MEDIUM Yellow
Time: 233760, removed: EXPERT Red
Time: 233760, removed: EXPERT Yellow
Time: 234705, added: HARD Blue
Time: 234705, added: EASY Red
Time: 234705, added: EXPERT Blue
Time: 234705, added: MEDIUM Red
Time: 234705, added: HARD Red
Time: 234705, added: MEDIUM Yellow
Time: 234705, added: EXPERT Red
Time: 234705, added: EXPERT Yellow
Time: 234705, added: LANE MARKER
Time: 234720, removed: HARD Blue
Time: 234720, removed: EASY Red
Time: 234720, removed: EXPERT Blue
Time: 234720, removed: MEDIUM Red
