New track in update: 'HARM1'
New track in update: 'HARM2'
Differences found in track 'PART DRUMS':
Time: 10560, added: TOM GEMS PAD 2
Time: 142020, added: EXPERT Blue
Time: 142020, added: DRUM FILL
Time: 142020, added: HARD Green
Time: 142020, added: TOM GEMS PAD 3
Time: 142020, added: EXPERT Green
Time: 142020, added: DRUM FILL
Time: 142020, added: DRUM FILL
Time: 142020, added: MEDIUM Kick
Time: 142020, added: HARD Kick
Time: 142020, added: MEDIUM Yellow
Time: 142020, added: EXPERT Kick
Time: 142020, added: TOM GEMS PAD 2
Time: 142020, added: EASY Green
Time: 142020, added: DRUM FILL
Time: 142020, added: MEDIUM Green
Time: 142020, added: HARD Blue
Time: 142020, added: DRUM FILL (use all 5)
Time: 142080, removed: HARD Green
Time: 142080, removed: DRUM FILL
Time: 142080, removed: EXPERT Green
Time: 142080, removed: HARD Kick
Time: 142080, removed: DRUM FILL
Time: 142080, removed: EXPERT Kick
Time: 142080, removed: EASY Green
Time: 142080, removed: DRUM FILL
Time: 142080, removed: DRUM FILL
Time: 142080, removed: MEDIUM Green
Time: 142080, removed: MEDIUM Kick
Time: 142080, removed: DRUM FILL (use all 5)
Time: 142140, added: MEDIUM Kick
Time: 142140, added: HARD Green
Time: 142140, added: EXPERT Green
Time: 142140, added: HARD Kick
Time: 142140, added: EXPERT Kick
Time: 142140, added: EASY Green
Time: 142140, added: MEDIUM Green
Time: 156960, added: TOM GEMS PAD 4
Time: 157050, added: EXPERT Kick
Time: 157050, added: HARD Kick
Time: 157050, added: TOM GEMS PAD 4
Time: 157080, removed: EXPERT Kick
Time: 157080, removed: HARD Kick
Time: 157140, added: HARD Green
Time: 157140, added: MEDIUM Red
Time: 157140, added: HARD Kick
Time: 157140, added: EXPERT Green
Time: 157140, added: HARD Red
Time: 157140, added: EXPERT Kick
Time: 157140, added: TOM GEMS PAD 4
Time: 157140, added: EXPERT Red
Time: 157140, added: MEDIUM Green
Time: 157200, removed: HARD Green
Time: 157200, removed: MEDIUM Red
Time: 157200, removed: EXPERT Green
Time: 157200, removed: HARD Red
Time: 157200, removed: EXPERT Red
Time: 157200, removed: MEDIUM Green
Time: 157260, added: HARD Green
Time: 157260, added: MEDIUM Red
Time: 157260, added: EXPERT Green
Time: 157260, added: HARD Red
Time: 157260, added: EXPERT Red
Time: 157260, added: MEDIUM Green
Time: 157320, removed: HARD Green
Time: 157320, removed: EXPERT Red
Time: 157320, removed: EXPERT Green
Time: 157320, removed: HARD Red
Time: 157380, added: HARD Green
Time: 157380, added: OVERDRIVE
Time: 157380, added: EXPERT Green
Time: 157380, added: HARD Kick
Time: 157380, added: HARD Red
Time: 157380, added: TOM GEMS PAD 4
Time: 157380, added: EASY Green
Time: 157380, added: EXPERT Red
Time: 157380, added: EXPERT Kick
Time: 157380, added: MEDIUM Green
Time: 157380, added: MEDIUM Kick
Time: 157440, removed: HARD Green
Time: 157440, removed: OVERDRIVE
Time: 157440, removed: EXPERT Green
Time: 157440, removed: HARD Kick
Time: 157440, removed: EXPERT Kick
Time: 157440, removed: EASY Green
Time: 157440, removed: MEDIUM Green
Time: 157440, removed: MEDIUM Kick
Time: 157500, added: MEDIUM Kick
Time: 157500, added: HARD Green
Time: 157500, added: EXPERT Green
Time: 157500, added: HARD Kick
Time: 157500, added: EXPERT Kick
Time: 157500, added: EASY Green
Time: 157500, added: MEDIUM Green
Time: 172440, added: TOM GEMS PAD 2
Time: 172560, added: TOM GEMS PAD 3
Time: 172680, added: TOM GEMS PAD 4
Time: 172800, added: TOM GEMS PAD 2, TOM GEMS PAD 3, TOM GEMS PAD 4
Time: 185880, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Time: 186000, added: TOM GEMS PAD 2, TOM GEMS PAD 3
Differences found in track 'PART VOCALS':
Time: 116160, added: OVERDRIVE
Time: 116640, removed: Phrase Marker, OVERDRIVE
Time: 190079, added: Phrase Marker
Time: 190080, removed: Phrase Marker
