Differences found in track 'PART DRUMS':
Time: 323998, removed: DRUM ROLL
Time: 297598, added: MEDIUM Yellow
Time: 297658, removed: HARD Blue
Time: 297658, removed: MEDIUM Yellow
Time: 297658, removed: EXPERT Blue
Time: 297658, removed: EXPERT Orange
Time: 297658, removed: EASY Yellow
Time: 297658, removed: EXPERT Orange
Time: 297660, added: EXPERT Blue
Time: 297660, added: HARD Blue
Time: 297660, added: MEDIUM Yellow
Time: 297660, added: EXPERT Orange
Time: 297660, added: EASY Yellow
Time: 297660, added: EXPERT Orange
Time: 297720, removed: EXPERT Blue
Time: 297720, removed: EXPERT Blue
Time: 297720, removed: EXPERT Orange
Time: 297778, added: EXPERT Orange
Time: 297778, added: EXPERT Blue
Time: 297778, added: EXPERT Orange
Time: 297838, removed: HARD Blue
Time: 297838, removed: EXPERT Blue
Time: 297838, removed: EXPERT Blue
Time: 297838, removed: EXPERT Orange
Time: 297840, added: HARD Blue
Time: 297840, added: EXPERT Blue
Time: 297840, added: EXPERT Blue
Time: 297840, added: EXPERT Orange
Time: 297900, removed: EXPERT Blue
Time: 297900, removed: HARD Blue
Time: 297900, removed: EXPERT Orange
Time: 297900, removed: EXPERT Orange
Time: 297958, added: EXPERT Blue
Time: 297958, added: HARD Blue
Time: 297958, added: EXPERT Blue
Time: 297958, added: EXPERT Orange
Time: 298018, removed: EXPERT Orange
Time: 298018, removed: LANE MARKER
Time: 298018, removed: EXPERT Blue
Time: 298018, removed: EXPERT Orange
Time: 298020, added: MEDIUM Green
Time: 298020, added: HARD Green
Time: 298020, added: EXPERT Orange
Time: 298020, added: EXPERT Green
Time: 298020, added: LANE MARKER
Time: 298020, added: EXPERT Orange
Time: 298080, removed: EXPERT Green
Time: 298080, removed: MEDIUM Green
Time: 298080, removed: EXPERT Green
Time: 298080, removed: HARD Green
Time: 298138, added: EXPERT Green
Time: 298138, added: MEDIUM Green
Time: 298138, added: HARD Green
Time: 298198, removed: EXPERT Red
Time: 298198, removed: HARD Green
Time: 298198, removed: EXPERT Red
Time: 298198, removed: MEDIUM Green
Time: 298200, added: EXPERT Red
Time: 298200, added: EXPERT Red
Time: 301420, added: MEDIUM Red
Time: 301420, added: HARD Yellow
Time: 301420, added: EXPERT Blue
Time: 301420, added: EASY Red
Time: 301420, added: EXPERT Yellow
Time: 301420, added: LANE MARKER
Time: 301423, removed: MEDIUM Red
Time: 301423, removed: HARD Yellow
Time: 301423, removed: EXPERT Blue
Time: 301423, removed: EASY Red
Time: 301423, removed: EXPERT Yellow
Time: 301423, removed: LANE MARKER
Time: 325860, removed: LANE MARKER
Time: 325980, added: LANE MARKER
