Differences found in track 'PART DRUMS':
Time: 34400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 257520, added: EXPERT 2xKick, EXPERT 2xKick
Time: 257640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258000, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 258960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261480, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 261960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 262800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 263880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264360, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 264840, added: EXPERT 2xKick, EXPERT 2xKick
Time: 267120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 267240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 267600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 267720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 268080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 268200, added: EXPERT 2xKick, EXPERT 2xKick
Time: 268560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 270960, added: EXPERT 2xKick, EXPERT 2xKick
Time: 271080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 271440, added: EXPERT 2xKick, EXPERT 2xKick
Time: 271560, added: EXPERT 2xKick, EXPERT 2xKick
Time: 271920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 272040, added: EXPERT 2xKick, EXPERT 2xKick
Time: 272400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 274800, added: EXPERT 2xKick, EXPERT 2xKick
Time: 274920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275280, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 275880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 276240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 278640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 278760, added: EXPERT 2xKick, EXPERT 2xKick
Time: 279120, added: EXPERT 2xKick, EXPERT 2xKick
Time: 279240, added: EXPERT 2xKick, EXPERT 2xKick
Time: 279600, added: EXPERT 2xKick, EXPERT 2xKick
Time: 279720, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280080, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280320, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280680, added: EXPERT 2xKick, EXPERT 2xKick
Time: 280920, added: EXPERT 2xKick, EXPERT 2xKick
Time: 281160, added: EXPERT 2xKick, EXPERT 2xKick
Time: 281400, added: EXPERT 2xKick, EXPERT 2xKick
Time: 281640, added: EXPERT 2xKick, EXPERT 2xKick
Time: 281880, added: EXPERT 2xKick, EXPERT 2xKick
Time: 282120, added: EXPERT 2xKick, EXPERT 2xKick
Differences found in track 'PART GUITAR':
Time: 224040, removed: LANE MARKER
Time: 224145, added: EXPERT Yellow
Time: 224145, added: EXPERT Orange
Time: 224145, added: EASY Green
Time: 224145, added: LANE MARKER
Time: 224160, removed: EXPERT Yellow
Time: 224160, removed: EXPERT Orange
Time: 224160, removed: EASY Green
