New track in update: 'HARM1'
New track in update: 'HARM2'
New track in update: 'HARM3'
New track in update: 'PART KEYS'
New track in update: 'PART KEYS_ANIM_LH'
New track in update: 'PART KEYS_ANIM_RH'
New track in update: 'PART REAL_KEYS_E'
New track in update: 'PART REAL_KEYS_H'
New track in update: 'PART REAL_KEYS_M'
New track in update: 'PART REAL_KEYS_X'
Differences found in track 'PART BASS':
Time: 7680, removed: Unknown Note (105), Unknown Note (106)
Time: 9600, removed: Unknown Note (106)
Time: 32640, added: EXPERT Red
Time: 32640, added: EXPERT Yellow
Time: 32640, added: HARD Blue
Time: 32640, added: EASY Red
Time: 32640, added: MEDIUM Red
Time: 34560, removed: Unknown Note (105)
Time: 36480, removed: Unknown Note (106)
Time: 38400, removed: Unknown Note (106)
Time: 40316, removed: HARD Red
Time: 40316, removed: MEDIUM Yellow
Time: 40316, removed: EXPERT Green
Time: 40316, removed: EXPERT Red
Time: 40316, removed: EXPERT Yellow
Time: 40316, removed: HARD Blue
Time: 40316, removed: EASY Red
Time: 40316, removed: MEDIUM Red
Time: 40316, removed: Unknown Note (106)
Time: 40320, added: HARD Red
Time: 40320, added: MEDIUM Yellow
Time: 40320, added: EXPERT Green
Time: 40320, added: EXPERT Red
Time: 40320, added: EXPERT Yellow
Time: 40320, added: HARD Blue
Time: 40320, added: EASY Red
Time: 40320, added: MEDIUM Red
Time: 42236, removed: MEDIUM Yellow
Time: 42236, removed: HARD Red
Time: 42236, removed: EXPERT Green
Time: 42236, removed: EXPERT Red
Time: 42236, removed: EXPERT Yellow
Time: 42236, removed: HARD Blue
Time: 42236, removed: EASY Red
Time: 42236, removed: Unknown Note (105)
Time: 42236, removed: MEDIUM Red
Time: 42236, removed: Unknown Note (106)
Time: 42240, added: HARD Red
Time: 42240, added: MEDIUM Yellow
Time: 42240, added: EXPERT Green
Time: 42240, added: EXPERT Red
Time: 42240, added: EXPERT Yellow
Time: 42240, added: HARD Blue
Time: 42240, added: EASY Red
Time: 42240, added: MEDIUM Red
Time: 44159, removed: HARD Red
Time: 44159, removed: MEDIUM Yellow
Time: 44159, removed: EXPERT Green
Time: 44159, removed: EXPERT Red
Time: 44159, removed: EXPERT Yellow
Time: 44159, removed: HARD Blue
Time: 44159, removed: EASY Red
Time: 44159, removed: Unknown Note (105)
Time: 44159, removed: MEDIUM Red
Time: 44160, added: HARD Red
Time: 44160, added: MEDIUM Yellow
Time: 44160, added: EXPERT Green
Time: 44160, added: EXPERT Red
Time: 44160, added: EXPERT Yellow
Time: 44160, added: HARD Blue
Time: 44160, added: EASY Red
Time: 44160, added: MEDIUM Red
Time: 47995, removed: HARD Red
Time: 47995, removed: MEDIUM Yellow
Time: 47995, removed: EXPERT Green
Time: 47995, removed: EXPERT Red
Time: 47995, removed: EXPERT Yellow
Time: 47995, removed: HARD Blue
Time: 47995, removed: EASY Red
Time: 47995, removed: Unknown Note (105)
Time: 47995, removed: MEDIUM Red
Time: 48000, added: HARD Red
Time: 48000, added: MEDIUM Yellow
Time: 48000, added: EXPERT Green
Time: 48000, added: EXPERT Red
Time: 48000, added: EXPERT Yellow
Time: 48000, added: HARD Blue
Time: 48000, added: EASY Red
Time: 48000, added: MEDIUM Red
Time: 49915, removed: MEDIUM Yellow
Time: 49915, removed: HARD Red
Time: 49915, removed: EXPERT Green
Time: 49915, removed: EXPERT Red
Time: 49915, removed: EXPERT Yellow
Time: 49915, removed: HARD Blue
Time: 49915, removed: EASY Red
Time: 49915, removed: Unknown Note (105)
Time: 49915, removed: MEDIUM Red
Time: 49915, removed: Unknown Note (106)
Time: 49920, added: HARD Red
Time: 49920, added: MEDIUM Yellow
Time: 49920, added: EXPERT Green
Time: 49920, added: EXPERT Red
Time: 49920, added: EXPERT Yellow
Time: 49920, added: HARD Blue
Time: 49920, added: EASY Red
Time: 49920, added: MEDIUM Red
Time: 51839, removed: HARD Red
Time: 51839, removed: MEDIUM Yellow
Time: 51839, removed: EXPERT Green
Time: 51839, removed: EXPERT Red
Time: 51839, removed: EXPERT Yellow
Time: 51839, removed: HARD Blue
Time: 51839, removed: EASY Red
Time: 51839, removed: OVERDRIVE
Time: 51839, removed: MEDIUM Red
Time: 51839, removed: Unknown Note (106)
Time: 51840, added: HARD Red
Time: 51840, added: MEDIUM Yellow
Time: 51840, added: EXPERT Green
Time: 51840, added: EXPERT Red
Time: 51840, added: EXPERT Yellow
Time: 51840, added: HARD Blue
Time: 51840, added: EASY Red
Time: 51840, added: OVERDRIVE
Time: 51840, added: MEDIUM Red
Time: 55675, removed: MEDIUM Yellow
Time: 55675, removed: HARD Red
Time: 55675, removed: EXPERT Green
Time: 55675, removed: EXPERT Red
Time: 55675, removed: EXPERT Yellow
Time: 55675, removed: HARD Blue
Time: 55675, removed: EXPERT Blue
Time: 55675, removed: EASY Red
Time: 55675, removed: MEDIUM Red
Time: 55675, removed: Unknown Note (106)
Time: 55676, added: HARD Red
Time: 55676, added: MEDIUM Yellow
Time: 55676, added: EXPERT Green
Time: 55676, added: EXPERT Red
Time: 55676, added: EXPERT Yellow
Time: 55676, added: HARD Blue
Time: 55676, added: EXPERT Blue
Time: 55676, added: EASY Red
Time: 55676, added: MEDIUM Red
Time: 57595, removed: MEDIUM Yellow
Time: 57595, removed: HARD Red
Time: 57595, removed: EXPERT Green
Time: 57595, removed: EXPERT Red
Time: 57595, removed: EXPERT Yellow
Time: 57595, removed: OVERDRIVE
Time: 57595, removed: Unknown Note (105)
Time: 57595, removed: HARD Blue
Time: 57595, removed: EXPERT Blue
Time: 57595, removed: EASY Red
Time: 57595, removed: MEDIUM Red
Time: 57595, removed: Unknown Note (106)
Time: 57596, added: HARD Red
Time: 57596, added: MEDIUM Yellow
Time: 57596, added: EXPERT Green
Time: 57596, added: EXPERT Red
Time: 57596, added: EXPERT Yellow
Time: 57596, added: OVERDRIVE
Time: 57596, added: HARD Blue
Time: 57596, added: EXPERT Blue
Time: 57596, added: EASY Red
Time: 57596, added: MEDIUM Red
Time: 59516, removed: Unknown Note (105)
Time: 63355, removed: MEDIUM Yellow
Time: 63355, removed: HARD Red
Time: 63355, removed: EXPERT Green
Time: 63355, removed: EXPERT Red
Time: 63355, removed: EXPERT Yellow
Time: 63355, removed: EASY Red
Time: 63355, removed: HARD Blue
Time: 63355, removed: EXPERT Blue
Time: 63355, removed: Unknown Note (105)
Time: 63355, removed: MEDIUM Red
Time: 63356, added: HARD Red
Time: 63356, added: MEDIUM Yellow
Time: 63356, added: EXPERT Green
Time: 63356, added: EXPERT Red
Time: 63356, added: EXPERT Yellow
Time: 63356, added: HARD Blue
Time: 63356, added: EXPERT Blue
Time: 63356, added: EASY Red
Time: 63356, added: MEDIUM Red
Time: 65275, removed: MEDIUM Yellow
Time: 65275, removed: HARD Red
Time: 65275, removed: EXPERT Green
Time: 65275, removed: EXPERT Red
Time: 65275, removed: EXPERT Yellow
Time: 65275, removed: OVERDRIVE
Time: 65275, removed: Unknown Note (105)
Time: 65275, removed: HARD Blue
Time: 65275, removed: EXPERT Blue
Time: 65275, removed: EASY Red
Time: 65275, removed: MEDIUM Red
Time: 65275, removed: Unknown Note (106)
Time: 65276, added: HARD Red
Time: 65276, added: MEDIUM Yellow
Time: 65276, added: EXPERT Green
Time: 65276, added: EXPERT Red
Time: 65276, added: EXPERT Yellow
Time: 65276, added: OVERDRIVE
Time: 65276, added: HARD Blue
Time: 65276, added: EXPERT Blue
Time: 65276, added: EASY Red
Time: 65276, added: MEDIUM Red
Time: 67196, removed: Unknown Note (106)
Time: 71036, removed: Unknown Note (106)
Time: 72956, removed: Unknown Note (105), Unknown Note (106)
Time: 74876, removed: Unknown Note (105)
Time: 76796, removed: Unknown Note (105)
Time: 78716, removed: Unknown Note (105)
Time: 80636, removed: Unknown Note (106)
Time: 82556, removed: Unknown Note (106)
Time: 86396, removed: HARD Red
Time: 86396, removed: MEDIUM Yellow
Time: 86396, removed: EXPERT Green
Time: 86396, removed: EXPERT Red
Time: 86396, removed: EXPERT Yellow
Time: 86396, removed: HARD Blue
Time: 86396, removed: EASY Red
Time: 86396, removed: MEDIUM Red
Time: 86396, removed: Unknown Note (106)
Time: 86400, added: HARD Red
Time: 86400, added: MEDIUM Yellow
Time: 86400, added: EXPERT Green
Time: 86400, added: EXPERT Red
Time: 86400, added: EXPERT Yellow
Time: 86400, added: HARD Blue
Time: 86400, added: EASY Red
Time: 86400, added: MEDIUM Red
Time: 88316, removed: HARD Red
Time: 88316, removed: MEDIUM Yellow
Time: 88316, removed: EXPERT Green
Time: 88316, removed: EXPERT Red
Time: 88316, removed: EXPERT Yellow
Time: 88316, removed: HARD Blue
Time: 88316, removed: EASY Red
Time: 88316, removed: Unknown Note (105)
Time: 88316, removed: MEDIUM Red
Time: 88316, removed: Unknown Note (106)
Time: 88320, added: HARD Red
Time: 88320, added: MEDIUM Yellow
Time: 88320, added: EXPERT Green
Time: 88320, added: EXPERT Red
Time: 88320, added: EXPERT Yellow
Time: 88320, added: HARD Blue
Time: 88320, added: EASY Red
Time: 88320, added: MEDIUM Red
Time: 90240, removed: Unknown Note (105)
Time: 94076, removed: HARD Red
Time: 94076, removed: MEDIUM Yellow
Time: 94076, removed: EXPERT Green
Time: 94076, removed: EXPERT Red
Time: 94076, removed: EXPERT Yellow
Time: 94076, removed: HARD Blue
Time: 94076, removed: EASY Red
Time: 94076, removed: Unknown Note (105)
Time: 94076, removed: MEDIUM Red
Time: 94080, added: HARD Red
Time: 94080, added: MEDIUM Yellow
Time: 94080, added: EXPERT Green
Time: 94080, added: EXPERT Red
Time: 94080, added: EXPERT Yellow
Time: 94080, added: HARD Blue
Time: 94080, added: EASY Red
Time: 94080, added: MEDIUM Red
Time: 95996, removed: HARD Red
Time: 95996, removed: MEDIUM Yellow
Time: 95996, removed: EXPERT Green
Time: 95996, removed: EXPERT Red
Time: 95996, removed: EXPERT Yellow
Time: 95996, removed: HARD Blue
Time: 95996, removed: EASY Red
Time: 95996, removed: Unknown Note (105)
Time: 95996, removed: MEDIUM Red
Time: 95996, removed: Unknown Note (106)
Time: 96000, added: HARD Red
Time: 96000, added: MEDIUM Yellow
Time: 96000, added: EXPERT Green
Time: 96000, added: EXPERT Red
Time: 96000, added: EXPERT Yellow
Time: 96000, added: HARD Blue
Time: 96000, added: EASY Red
Time: 96000, added: MEDIUM Red
Time: 97920, removed: Unknown Note (106)
Time: 101756, removed: Unknown Note (106)
Time: 103676, removed: Unknown Note (105), Unknown Note (106)
Time: 105596, removed: Unknown Note (105)
Time: 109436, removed: Unknown Note (105)
Time: 111356, removed: Unknown Note (105), Unknown Note (106)
Time: 113276, removed: Unknown Note (106)
Time: 117116, removed: HARD Red
Time: 117116, removed: MEDIUM Yellow
Time: 117116, removed: EXPERT Green
Time: 117116, removed: EXPERT Red
Time: 117116, removed: EXPERT Yellow
Time: 117116, removed: HARD Blue
Time: 117116, removed: EASY Red
Time: 117116, removed: MEDIUM Red
Time: 117116, removed: Unknown Note (106)
Time: 117120, added: HARD Red
Time: 117120, added: MEDIUM Yellow
Time: 117120, added: EXPERT Green
Time: 117120, added: EXPERT Red
Time: 117120, added: EXPERT Yellow
Time: 117120, added: HARD Blue
Time: 117120, added: EASY Red
Time: 117120, added: MEDIUM Red
Time: 119036, removed: HARD Red
Time: 119036, removed: MEDIUM Yellow
Time: 119036, removed: EXPERT Green
Time: 119036, removed: EXPERT Red
Time: 119036, removed: EXPERT Yellow
Time: 119036, removed: OVERDRIVE
Time: 119036, removed: HARD Blue
Time: 119036, removed: EASY Red
Time: 119036, removed: Unknown Note (105)
Time: 119036, removed: MEDIUM Red
Time: 119036, removed: Unknown Note (106)
Time: 119040, added: HARD Red
Time: 119040, added: MEDIUM Yellow
Time: 119040, added: EXPERT Green
Time: 119040, added: EXPERT Red
Time: 119040, added: EXPERT Yellow
Time: 119040, added: HARD Blue
Time: 119040, added: EASY Red
Time: 119040, added: OVERDRIVE
Time: 119040, added: MEDIUM Red
Time: 120960, removed: Unknown Note (105)
Time: 124796, removed: HARD Red
Time: 124796, removed: MEDIUM Yellow
Time: 124796, removed: EXPERT Green
Time: 124796, removed: EXPERT Red
Time: 124796, removed: EXPERT Yellow
Time: 124796, removed: HARD Blue
Time: 124796, removed: EASY Red
Time: 124796, removed: Unknown Note (105)
Time: 124796, removed: MEDIUM Red
Time: 124800, added: HARD Red
Time: 124800, added: MEDIUM Yellow
Time: 124800, added: EXPERT Green
Time: 124800, added: EXPERT Red
Time: 124800, added: EXPERT Yellow
Time: 124800, added: HARD Blue
Time: 124800, added: EASY Red
Time: 124800, added: MEDIUM Red
Time: 126716, removed: HARD Red
Time: 126716, removed: MEDIUM Yellow
Time: 126716, removed: EXPERT Green
Time: 126716, removed: EXPERT Red
Time: 126716, removed: EXPERT Yellow
Time: 126716, removed: OVERDRIVE
Time: 126716, removed: HARD Blue
Time: 126716, removed: EASY Red
Time: 126716, removed: Unknown Note (105)
Time: 126716, removed: MEDIUM Red
Time: 126716, removed: Unknown Note (106)
Time: 126720, added: HARD Red
Time: 126720, added: MEDIUM Yellow
Time: 126720, added: EXPERT Green
Time: 126720, added: EXPERT Red
Time: 126720, added: EXPERT Yellow
Time: 126720, added: HARD Blue
Time: 126720, added: EASY Red
Time: 126720, added: OVERDRIVE
Time: 126720, added: MEDIUM Red
Time: 128640, removed: Unknown Note (106)
Time: 132476, removed: HARD Red
Time: 132476, removed: MEDIUM Yellow
Time: 132476, removed: EXPERT Green
Time: 132476, removed: EXPERT Red
Time: 132476, removed: EXPERT Yellow
Time: 132476, removed: HARD Blue
Time: 132476, removed: EASY Red
Time: 132476, removed: MEDIUM Red
Time: 132476, removed: Unknown Note (106)
Time: 132480, added: HARD Red
Time: 132480, added: MEDIUM Yellow
Time: 132480, added: EXPERT Green
Time: 132480, added: EXPERT Red
Time: 132480, added: EXPERT Yellow
Time: 132480, added: HARD Blue
Time: 132480, added: EASY Red
Time: 132480, added: MEDIUM Red
Time: 134396, removed: HARD Red
Time: 134396, removed: MEDIUM Yellow
Time: 134396, removed: EXPERT Green
Time: 134396, removed: EXPERT Red
Time: 134396, removed: EXPERT Yellow
Time: 134396, removed: HARD Blue
Time: 134396, removed: EASY Red
Time: 134396, removed: Unknown Note (105)
Time: 134396, removed: MEDIUM Red
Time: 134396, removed: Unknown Note (106)
Time: 134400, added: HARD Red
Time: 134400, added: MEDIUM Yellow
Time: 134400, added: EXPERT Green
Time: 134400, added: EXPERT Red
Time: 134400, added: EXPERT Yellow
Time: 134400, added: HARD Blue
Time: 134400, added: EASY Red
Time: 134400, added: MEDIUM Red
Time: 136320, removed: Unknown Note (105)
Time: 140156, removed: HARD Red
Time: 140156, removed: MEDIUM Yellow
Time: 140156, removed: EXPERT Green
Time: 140156, removed: EXPERT Red
Time: 140156, removed: EXPERT Yellow
Time: 140156, removed: HARD Blue
Time: 140156, removed: EASY Red
Time: 140156, removed: Unknown Note (105)
Time: 140156, removed: MEDIUM Red
Time: 140160, added: HARD Red
Time: 140160, added: MEDIUM Yellow
Time: 140160, added: EXPERT Green
Time: 140160, added: EXPERT Red
Time: 140160, added: EXPERT Yellow
Time: 140160, added: HARD Blue
Time: 140160, added: EASY Red
Time: 140160, added: MEDIUM Red
Time: 142076, removed: HARD Red
Time: 142076, removed: MEDIUM Yellow
Time: 142076, removed: EXPERT Green
Time: 142076, removed: EXPERT Red
Time: 142076, removed: EXPERT Yellow
Time: 142076, removed: OVERDRIVE
Time: 142076, removed: HARD Blue
Time: 142076, removed: EASY Red
Time: 142076, removed: Unknown Note (105)
Time: 142076, removed: MEDIUM Red
Time: 142076, removed: Unknown Note (106)
Time: 142080, added: HARD Red
Time: 142080, added: MEDIUM Yellow
Time: 142080, added: EXPERT Green
Time: 142080, added: EXPERT Red
Time: 142080, added: EXPERT Yellow
Time: 142080, added: HARD Blue
Time: 142080, added: EASY Red
Time: 142080, added: OVERDRIVE
Time: 142080, added: MEDIUM Red
Time: 144000, removed: Unknown Note (106)
Time: 147836, removed: Unknown Note (106)
Time: 149756, removed: Unknown Note (105), Unknown Note (106)
Time: 151676, removed: Unknown Note (105)
Time: 155515, removed: Unknown Note (105)
Time: 157435, removed: Unknown Note (105), Unknown Note (106)
Time: 159356, removed: Unknown Note (106)
Time: 163196, removed: Unknown Note (106)
Time: 165116, removed: Unknown Note (105), Unknown Note (106)
Time: 167036, removed: Unknown Note (105)
Time: 170876, removed: Unknown Note (105)
Time: 172796, removed: Unknown Note (105), Unknown Note (106)
Time: 174716, removed: Unknown Note (106)
Time: 178556, removed: Unknown Note (106)
Time: 180476, removed: Unknown Note (105), Unknown Note (106)
Time: 182396, removed: Unknown Note (105)
Time: 186236, removed: Unknown Note (105)
Time: 188156, removed: Unknown Note (105), Unknown Note (106)
Time: 190076, removed: Unknown Note (106)
Time: 193916, removed: Unknown Note (106)
Time: 195836, removed: Unknown Note (105), Unknown Note (106)
Time: 197756, removed: Unknown Note (105)
Time: 199198, removed: Unknown Note (105), Unknown Note (106)
Differences found in track 'PART DRUMS':
Time: 7680, removed: Unknown Note (105), Unknown Note (106)
Time: 7764, removed: HARD Red
Time: 7764, removed: HARD Yellow
Time: 7764, removed: EXPERT Red
Time: 7764, removed: EXPERT Yellow
Time: 7800, added: HARD Red
Time: 7800, added: HARD Yellow
Time: 7800, added: EXPERT Red
Time: 7800, added: EXPERT Yellow
Time: 7860, removed: MEDIUM Yellow
Time: 7860, removed: HARD Yellow
Time: 7860, removed: EXPERT Red
Time: 7860, removed: EASY Yellow
Time: 7920, added: MEDIUM Yellow
Time: 7920, added: HARD Yellow
Time: 7920, added: EXPERT Red
Time: 7920, added: EASY Yellow
Time: 7944, removed: MEDIUM Yellow
Time: 7944, removed: HARD Yellow
Time: 7944, removed: EASY Yellow
Time: 7944, removed: EXPERT Red
Time: 8124, removed: MEDIUM Yellow
Time: 8124, removed: HARD Red
Time: 8124, removed: EXPERT Red
Time: 8124, removed: HARD Yellow
Time: 8124, removed: MEDIUM Red
Time: 8124, removed: EXPERT Yellow
Time: 8124, removed: EASY Red
Time: 8124, removed: EASY Yellow
Time: 8160, added: MEDIUM Yellow
Time: 8160, added: HARD Red
Time: 8160, added: EXPERT Red
Time: 8160, added: HARD Yellow
Time: 8160, added: MEDIUM Red
Time: 8160, added: EXPERT Yellow
Time: 8160, added: EASY Red
Time: 8160, added: EASY Yellow
Time: 8220, removed: EXPERT Red
Time: 8220, removed: HARD Yellow
Time: 8280, added: EXPERT Red
Time: 8280, added: HARD Yellow
Time: 8304, removed: HARD Yellow
Time: 8304, removed: EXPERT Red
Time: 8484, removed: HARD Yellow
Time: 8484, removed: EXPERT Kick
Time: 8484, removed: EXPERT Red
Time: 8484, removed: HARD Kick
Time: 8520, added: HARD Yellow
Time: 8520, added: EXPERT Kick
Time: 8520, added: EXPERT Red
Time: 8520, added: HARD Kick
Time: 8580, removed: MEDIUM Yellow
Time: 8580, removed: HARD Yellow
Time: 8580, removed: EXPERT Red
Time: 8580, removed: EASY Yellow
Time: 8640, added: MEDIUM Yellow
Time: 8640, added: HARD Yellow
Time: 8640, added: EXPERT Red
Time: 8640, added: EASY Yellow
Time: 8664, removed: MEDIUM Yellow
Time: 8664, removed: HARD Yellow
Time: 8664, removed: EASY Yellow
Time: 8664, removed: EXPERT Red
Time: 8844, removed: MEDIUM Yellow
Time: 8844, removed: EXPERT Kick
Time: 8844, removed: EXPERT Red
Time: 8844, removed: HARD Yellow
Time: 8844, removed: MEDIUM Kick
Time: 8844, removed: EASY Yellow
Time: 8844, removed: HARD Kick
Time: 8880, added: MEDIUM Yellow
Time: 8880, added: EXPERT Kick
Time: 8880, added: EXPERT Red
Time: 8880, added: HARD Yellow
Time: 8880, added: MEDIUM Kick
Time: 8880, added: EASY Yellow
Time: 8880, added: HARD Kick
Time: 8940, removed: EXPERT Red
Time: 8940, removed: HARD Yellow
Time: 9000, added: EXPERT Red
Time: 9000, added: HARD Yellow
Time: 9024, removed: HARD Yellow
Time: 9024, removed: EXPERT Red
Time: 9204, removed: EXPERT Red
Time: 9204, removed: HARD Yellow
Time: 9240, added: EXPERT Red
Time: 9240, added: HARD Yellow
Time: 9300, removed: MEDIUM Yellow
Time: 9300, removed: HARD Yellow
Time: 9300, removed: EXPERT Red
Time: 9300, removed: EASY Yellow
Time: 9360, added: MEDIUM Yellow
Time: 9360, added: HARD Yellow
Time: 9360, added: EXPERT Red
Time: 9360, added: EASY Yellow
Time: 9384, removed: MEDIUM Yellow
Time: 9384, removed: HARD Yellow
Time: 9384, removed: EASY Yellow
Time: 9384, removed: EXPERT Red
Time: 9564, removed: MEDIUM Yellow
Time: 9564, removed: EXPERT Kick
Time: 9564, removed: EXPERT Red
Time: 9564, removed: HARD Yellow
Time: 9564, removed: MEDIUM Kick
Time: 9564, removed: EASY Yellow
Time: 9564, removed: HARD Kick
Time: 9600, added: MEDIUM Yellow
Time: 9600, added: EXPERT Kick
Time: 9600, added: EXPERT Red
Time: 9600, added: HARD Yellow
Time: 9600, added: MEDIUM Kick
Time: 9600, added: EASY Yellow
Time: 9600, added: HARD Kick
Time: 9660, removed: HARD Red
Time: 9660, removed: HARD Yellow
Time: 9660, removed: EXPERT Red
Time: 9660, removed: EXPERT Yellow
Time: 9720, added: HARD Red
Time: 9720, added: HARD Yellow
Time: 9720, added: EXPERT Red
Time: 9720, added: EXPERT Yellow
Time: 9744, removed: EXPERT Red
Time: 9744, removed: HARD Red
Time: 9744, removed: HARD Yellow
Time: 9744, removed: EXPERT Yellow
Time: 9924, removed: HARD Yellow
Time: 9924, removed: EXPERT Kick
Time: 9924, removed: EXPERT Red
Time: 9924, removed: HARD Kick
Time: 9960, added: HARD Yellow
Time: 9960, added: EXPERT Kick
Time: 9960, added: EXPERT Red
Time: 9960, added: HARD Kick
Time: 10020, removed: MEDIUM Yellow
Time: 10020, removed: HARD Red
Time: 10020, removed: EXPERT Red
Time: 10020, removed: HARD Yellow
Time: 10020, removed: MEDIUM Red
Time: 10020, removed: EXPERT Yellow
Time: 10020, removed: EASY Red
Time: 10020, removed: EASY Yellow
Time: 10080, added: MEDIUM Yellow
Time: 10080, added: HARD Red
Time: 10080, added: EXPERT Red
Time: 10080, added: HARD Yellow
Time: 10080, added: MEDIUM Red
Time: 10080, added: EXPERT Yellow
Time: 10080, added: EASY Red
Time: 10080, added: EASY Yellow
Time: 10104, removed: HARD Red
Time: 10104, removed: MEDIUM Yellow
Time: 10104, removed: HARD Yellow
Time: 10104, removed: EXPERT Red
Time: 10104, removed: MEDIUM Red
Time: 10104, removed: EXPERT Yellow
Time: 10104, removed: EASY Red
Time: 10104, removed: EASY Yellow
Time: 10284, removed: MEDIUM Yellow
Time: 10284, removed: HARD Yellow
Time: 10284, removed: EXPERT Red
Time: 10284, removed: EASY Yellow
Time: 10320, added: MEDIUM Yellow
Time: 10320, added: HARD Yellow
Time: 10320, added: EXPERT Red
Time: 10320, added: EASY Yellow
Time: 10380, removed: HARD Yellow
Time: 10380, removed: EXPERT Kick
Time: 10380, removed: EXPERT Red
Time: 10380, removed: HARD Kick
Time: 10440, added: HARD Yellow
Time: 10440, added: EXPERT Kick
Time: 10440, added: EXPERT Red
Time: 10440, added: HARD Kick
Time: 10464, removed: EXPERT Red
Time: 10464, removed: EXPERT Kick
Time: 10464, removed: HARD Yellow
Time: 10464, removed: HARD Kick
Time: 10560, removed: DRUM FILL, DRUM FILL, DRUM FILL (use all 5), DRUM FILL, DRUM FILL
Time: 10644, removed: HARD Red
Time: 10644, removed: HARD Yellow
Time: 10644, removed: EXPERT Red
Time: 10644, removed: EXPERT Yellow
Time: 10680, added: HARD Red
Time: 10680, added: HARD Yellow
Time: 10680, added: EXPERT Red
Time: 10680, added: EXPERT Yellow
Time: 10740, removed: MEDIUM Yellow
Time: 10740, removed: EXPERT Kick
Time: 10740, removed: EXPERT Red
Time: 10740, removed: HARD Yellow
Time: 10740, removed: MEDIUM Kick
Time: 10740, removed: EASY Yellow
Time: 10740, removed: HARD Kick
Time: 10800, added: MEDIUM Yellow
Time: 10800, added: EXPERT Kick
Time: 10800, added: EXPERT Red
Time: 10800, added: HARD Yellow
Time: 10800, added: MEDIUM Kick
Time: 10800, added: EASY Yellow
Time: 10800, added: HARD Kick
Time: 10824, removed: MEDIUM Yellow
Time: 10824, removed: EXPERT Kick
Time: 10824, removed: HARD Yellow
Time: 10824, removed: EXPERT Red
Time: 10824, removed: MEDIUM Kick
Time: 10824, removed: EASY Yellow
Time: 10824, removed: HARD Kick
Time: 11004, removed: MEDIUM Yellow
Time: 11004, removed: HARD Red
Time: 11004, removed: EXPERT Red
Time: 11004, removed: HARD Yellow
Time: 11004, removed: MEDIUM Red
Time: 11004, removed: EXPERT Yellow
Time: 11004, removed: EASY Red
Time: 11004, removed: EASY Yellow
Time: 11040, added: MEDIUM Yellow
Time: 11040, added: HARD Red
Time: 11040, added: EXPERT Red
Time: 11040, added: HARD Yellow
Time: 11040, added: MEDIUM Red
Time: 11040, added: EXPERT Yellow
Time: 11040, added: EASY Red
Time: 11040, added: EASY Yellow
Time: 11100, removed: HARD Yellow
Time: 11100, removed: EXPERT Kick
Time: 11100, removed: EXPERT Red
Time: 11100, removed: HARD Kick
Time: 11160, added: HARD Yellow
Time: 11160, added: EXPERT Kick
Time: 11160, added: EXPERT Red
