New track in update: 'PART KEYS'
New track in update: 'PART KEYS_ANIM_LH'
New track in update: 'PART KEYS_ANIM_RH'
New track in update: 'PART REAL_KEYS_E'
New track in update: 'PART REAL_KEYS_H'
New track in update: 'PART REAL_KEYS_M'
New track in update: 'PART REAL_KEYS_X'
Differences found in track 'PART DRUMS':
Time: 12800, removed: TOM GEMS PAD 3
Time: 80480, added: EXPERT 2xKick
Time: 80800, added: EXPERT 2xKick
Time: 81120, added: EXPERT 2xKick
Time: 81440, added: EXPERT 2xKick
Time: 81760, added: EXPERT 2xKick
Time: 82080, added: EXPERT 2xKick
Time: 82400, added: EXPERT 2xKick
Time: 82720, added: EXPERT 2xKick
Time: 83040, added: EXPERT 2xKick
Time: 83360, added: EXPERT 2xKick
Time: 83680, added: EXPERT 2xKick
Time: 84000, added: EXPERT 2xKick
Time: 84320, added: EXPERT 2xKick
Time: 84570, added: EXPERT 2xKick
Time: 84670, added: EXPERT 2xKick
Time: 84960, added: EXPERT 2xKick
Time: 85280, added: EXPERT 2xKick
Time: 85600, added: EXPERT 2xKick
Time: 85920, added: EXPERT 2xKick
Time: 86240, added: EXPERT 2xKick
Time: 86560, added: Unknown Note (105)
Time: 86560, added: EXPERT 2xKick
Time: 86640, removed: Unknown Note (105)
Time: 86640, removed: HARD Kick
Time: 86640, removed: EXPERT Kick
Time: 86720, added: HARD Kick
Time: 86720, added: EXPERT Kick
Time: 86750, removed: HARD Kick
Time: 86750, removed: EXPERT Kick
Time: 86880, added: EXPERT 2xKick
Time: 87200, added: EXPERT 2xKick
Time: 87520, added: EXPERT 2xKick
Time: 87840, added: EXPERT 2xKick
Time: 88160, added: EXPERT 2xKick
Time: 88480, added: EXPERT 2xKick
Time: 88800, added: EXPERT 2xKick
Time: 89120, added: EXPERT 2xKick
Time: 89440, added: EXPERT 2xKick
Time: 89760, added: EXPERT 2xKick
Time: 97280, removed: TOM GEMS PAD 3
Time: 98400, added: EXPERT 2xKick
Time: 98720, added: EXPERT 2xKick
Time: 99040, added: EXPERT 2xKick
Time: 99360, added: EXPERT 2xKick
Time: 99680, added: EXPERT 2xKick
Time: 100000, added: EXPERT 2xKick
Time: 100320, added: EXPERT 2xKick
Time: 100640, added: EXPERT 2xKick
Time: 100960, added: EXPERT 2xKick
Time: 101280, added: EXPERT 2xKick
Time: 101600, added: EXPERT 2xKick
Time: 101920, added: EXPERT 2xKick
Time: 102240, added: EXPERT 2xKick
Time: 102560, added: EXPERT 2xKick
Time: 102880, added: EXPERT 2xKick
Time: 103200, added: EXPERT 2xKick
Time: 103520, added: EXPERT 2xKick
Time: 103840, added: EXPERT 2xKick
Time: 104160, added: EXPERT 2xKick
Time: 104480, added: EXPERT 2xKick
Time: 104800, added: EXPERT 2xKick
Time: 105120, added: EXPERT 2xKick
Time: 105440, added: EXPERT 2xKick
Time: 105760, added: EXPERT 2xKick
Time: 106080, added: EXPERT 2xKick
Time: 106400, added: EXPERT 2xKick
Time: 106720, added: EXPERT 2xKick
Time: 107040, added: EXPERT 2xKick
Time: 107360, added: EXPERT 2xKick
Time: 107610, added: EXPERT 2xKick
Time: 107710, added: EXPERT 2xKick
Time: 108000, added: EXPERT 2xKick
Time: 108320, added: EXPERT 2xKick
Time: 108640, added: EXPERT 2xKick
Time: 108960, added: EXPERT 2xKick
Time: 109280, added: EXPERT 2xKick
Time: 109600, added: EXPERT 2xKick
Time: 109920, added: EXPERT 2xKick
Time: 110240, added: EXPERT 2xKick
Time: 110560, added: EXPERT 2xKick
Time: 110880, added: EXPERT 2xKick
Time: 111200, added: EXPERT 2xKick
Time: 111520, added: EXPERT 2xKick
Time: 111840, added: EXPERT 2xKick
Time: 112160, added: EXPERT 2xKick
Time: 112440, removed: TOM GEMS PAD 3
Time: 112480, added: EXPERT 2xKick
Time: 112800, added: EXPERT 2xKick
Time: 113120, added: EXPERT 2xKick
Time: 113440, added: EXPERT 2xKick
Time: 113760, added: EXPERT 2xKick
Time: 114080, added: EXPERT 2xKick
Time: 114400, added: EXPERT 2xKick
Time: 114720, added: EXPERT 2xKick
Time: 115040, added: EXPERT 2xKick
Time: 115290, added: EXPERT 2xKick
Time: 115390, added: EXPERT 2xKick
Time: 115680, added: EXPERT 2xKick
Time: 116000, added: EXPERT 2xKick
Time: 116320, added: EXPERT 2xKick
Time: 116640, added: EXPERT 2xKick
Time: 116960, added: EXPERT 2xKick
Time: 117280, added: EXPERT 2xKick
Time: 117600, added: EXPERT 2xKick
Time: 117920, added: EXPERT 2xKick
Time: 118240, added: EXPERT 2xKick
Time: 118560, added: EXPERT 2xKick
Time: 118880, added: EXPERT 2xKick
Time: 119200, added: EXPERT 2xKick
Time: 119520, added: EXPERT 2xKick
Time: 119840, added: EXPERT 2xKick
Time: 120160, added: EXPERT 2xKick
Time: 120480, added: EXPERT 2xKick
Time: 120800, added: EXPERT 2xKick
Time: 121120, added: EXPERT 2xKick
Time: 121440, added: EXPERT 2xKick
Time: 121760, added: EXPERT 2xKick
Time: 122080, added: EXPERT 2xKick
Time: 122400, added: EXPERT 2xKick
Time: 122720, added: EXPERT 2xKick
Time: 123040, added: EXPERT 2xKick
Time: 123360, added: EXPERT 2xKick
Time: 123680, added: EXPERT 2xKick
Time: 124000, added: EXPERT 2xKick
Time: 124320, added: EXPERT 2xKick
Time: 124640, added: EXPERT 2xKick
Time: 124960, added: EXPERT 2xKick
Time: 125280, added: EXPERT 2xKick
Time: 125600, added: EXPERT 2xKick
Time: 125920, added: EXPERT 2xKick
Time: 126240, added: EXPERT 2xKick
Time: 126560, added: EXPERT 2xKick
Time: 126600, removed: TOM GEMS PAD 3
Time: 126720, added: TOM GEMS PAD 3
Time: 126840, removed: TOM GEMS PAD 3
Time: 126880, added: EXPERT 2xKick
Time: 126960, removed: EXPERT Red
Time: 126960, removed: TOM GEMS PAD 3
Time: 126960, removed: HARD Red
Time: 126960, removed: EXPERT Kick
Time: 127040, added: EXPERT Red
Time: 127040, added: HARD Red
Time: 127040, added: EXPERT Kick
Time: 127070, removed: EXPERT Red
Time: 127070, removed: HARD Red
Time: 127070, removed: EXPERT Kick
Time: 127200, added: EXPERT 2xKick
Time: 127520, added: EXPERT 2xKick
Time: 127680, added: TOM GEMS PAD 2
Time: 127840, added: EXPERT 2xKick
Time: 128000, added: TOM GEMS PAD 3
Time: 128160, added: EXPERT 2xKick, TOM GEMS PAD 2
Time: 128480, added: TOM GEMS PAD 3, EXPERT 2xKick
Time: 128580, removed: HARD Green
Time: 128580, removed: DRUM FILL
Time: 128580, removed: TOM GEMS PAD 3
Time: 128580, removed: HARD Kick
Time: 128580, removed: EXPERT Green
Time: 128580, removed: DRUM FILL
Time: 128580, removed: EXPERT Kick
Time: 128580, removed: EASY Green
Time: 128580, removed: DRUM FILL
Time: 128580, removed: MEDIUM Green
Time: 128580, removed: TOM GEMS PAD 2
Time: 128580, removed: MEDIUM Kick
Time: 128580, removed: DRUM FILL
Time: 128580, removed: DRUM FILL (use all 5)
Time: 128640, added: HARD Green
Time: 128640, added: DRUM FILL
Time: 128640, added: EXPERT Green
Time: 128640, added: HARD Kick
Time: 128640, added: DRUM FILL
Time: 128640, added: EXPERT Kick
Time: 128640, added: EASY Green
Time: 128640, added: DRUM FILL
Time: 128640, added: MEDIUM Green
Time: 128640, added: MEDIUM Kick
Time: 128640, added: DRUM FILL
Time: 128640, added: DRUM FILL (use all 5)
Time: 128670, removed: HARD Green
Time: 128670, removed: EXPERT Green
Time: 128670, removed: HARD Kick
Time: 128670, removed: EXPERT Kick
Time: 128670, removed: EASY Green
Time: 128670, removed: MEDIUM Green
Time: 128670, removed: MEDIUM Kick
Time: 128800, added: EXPERT 2xKick
Time: 129120, added: EXPERT 2xKick
Time: 129440, added: EXPERT 2xKick
Time: 129760, added: EXPERT 2xKick
Time: 130080, added: EXPERT 2xKick
Time: 130400, added: EXPERT 2xKick
Time: 130720, added: EXPERT 2xKick
Time: 131040, added: EXPERT 2xKick
Time: 131360, added: EXPERT 2xKick
Time: 131680, added: EXPERT 2xKick
Time: 132000, added: EXPERT 2xKick
Time: 132320, added: EXPERT 2xKick
Time: 132570, added: EXPERT 2xKick
Time: 132670, added: EXPERT 2xKick
Time: 132960, added: EXPERT 2xKick
Time: 133280, added: EXPERT 2xKick
Time: 133600, added: EXPERT 2xKick
Time: 133920, added: EXPERT 2xKick
Time: 134240, added: EXPERT 2xKick
Time: 134560, added: EXPERT 2xKick
Time: 134880, added: EXPERT 2xKick
Time: 135200, added: EXPERT 2xKick
Time: 135520, added: EXPERT 2xKick
Time: 135840, added: EXPERT 2xKick
Time: 136160, added: EXPERT 2xKick
Time: 136480, added: EXPERT 2xKick
Time: 136800, added: EXPERT 2xKick
Time: 137120, added: EXPERT 2xKick
Time: 137440, added: EXPERT 2xKick
Time: 137760, added: EXPERT 2xKick
Time: 138080, added: EXPERT 2xKick
Time: 138390, added: EXPERT 2xKick
Time: 138720, added: EXPERT 2xKick
Time: 139040, added: EXPERT 2xKick
Time: 139360, added: EXPERT 2xKick
Time: 139680, added: EXPERT 2xKick
Time: 140000, added: EXPERT 2xKick
Time: 140320, added: EXPERT 2xKick
Time: 140640, added: EXPERT 2xKick
Time: 140960, added: EXPERT 2xKick
Time: 141280, added: EXPERT 2xKick
Time: 141600, added: EXPERT 2xKick
Time: 141920, added: EXPERT 2xKick
Time: 142240, added: EXPERT 2xKick
Time: 142560, added: EXPERT 2xKick
Time: 142880, added: EXPERT 2xKick
Time: 143200, added: EXPERT 2xKick
Time: 143520, added: EXPERT 2xKick
Time: 143840, added: EXPERT 2xKick
Time: 144160, added: EXPERT 2xKick
Time: 144480, added: EXPERT 2xKick
Time: 144800, added: EXPERT 2xKick
Time: 145120, added: EXPERT 2xKick
Time: 145440, added: EXPERT 2xKick
Time: 145760, added: EXPERT 2xKick
Time: 146010, added: EXPERT 2xKick
Time: 146110, added: EXPERT 2xKick
Time: 146400, added: EXPERT 2xKick
Time: 146720, added: EXPERT 2xKick
Time: 147040, added: EXPERT 2xKick
Time: 147360, added: EXPERT 2xKick
Time: 147680, added: EXPERT 2xKick
Time: 148000, added: EXPERT 2xKick
Time: 148320, added: EXPERT 2xKick
Time: 148640, added: EXPERT 2xKick
Time: 148960, added: EXPERT 2xKick
Time: 149280, added: EXPERT 2xKick
Time: 149600, added: EXPERT 2xKick
Time: 149920, added: EXPERT 2xKick
Time: 150240, added: EXPERT 2xKick
Time: 150560, added: EXPERT 2xKick
Time: 150880, added: EXPERT 2xKick
Time: 151200, added: EXPERT 2xKick
Time: 151520, added: EXPERT 2xKick
Time: 151840, added: EXPERT 2xKick
Time: 152160, added: EXPERT 2xKick
Time: 152480, added: EXPERT 2xKick
Time: 152800, added: EXPERT 2xKick
Time: 153120, added: EXPERT 2xKick
Time: 153440, added: EXPERT 2xKick
Time: 153760, added: EXPERT 2xKick
Time: 154080, added: EXPERT 2xKick
Time: 154400, added: EXPERT 2xKick
Time: 154720, added: EXPERT 2xKick
Time: 155040, added: EXPERT 2xKick
Time: 155360, added: EXPERT 2xKick
Time: 155680, added: EXPERT 2xKick
Time: 156000, added: EXPERT 2xKick
Time: 156320, added: EXPERT 2xKick
Time: 156640, added: EXPERT 2xKick
Time: 156960, added: EXPERT 2xKick
Time: 157280, added: EXPERT 2xKick
Time: 157600, added: EXPERT 2xKick
Time: 157920, added: EXPERT 2xKick
Time: 158240, added: EXPERT 2xKick
Time: 158560, added: EXPERT 2xKick
Time: 158880, added: EXPERT 2xKick
Time: 159200, added: EXPERT 2xKick
Time: 159520, added: EXPERT 2xKick
Time: 159840, added: EXPERT 2xKick
Time: 160160, added: EXPERT 2xKick
Time: 160480, added: EXPERT 2xKick
Time: 165600, added: EXPERT 2xKick
Time: 165920, added: EXPERT 2xKick
Time: 166240, added: EXPERT 2xKick
Time: 166560, added: EXPERT 2xKick
Time: 166880, added: EXPERT 2xKick
Time: 167130, added: EXPERT 2xKick
Time: 167230, added: EXPERT 2xKick
Time: 167520, added: EXPERT 2xKick
Time: 167840, added: EXPERT 2xKick
Time: 168160, added: EXPERT 2xKick
Time: 168480, added: EXPERT 2xKick
Time: 168800, added: EXPERT 2xKick
Time: 169120, added: EXPERT 2xKick
Time: 169440, added: EXPERT 2xKick
Time: 169760, added: EXPERT 2xKick
Time: 170080, added: EXPERT 2xKick
Time: 170400, added: EXPERT 2xKick
Time: 170720, added: EXPERT 2xKick
Time: 171040, added: EXPERT 2xKick
Time: 171360, added: EXPERT 2xKick
Time: 171680, added: EXPERT 2xKick
Time: 172000, added: EXPERT 2xKick
Time: 172320, added: EXPERT 2xKick
Time: 172640, added: EXPERT 2xKick
Time: 172960, added: EXPERT 2xKick
Time: 173280, added: EXPERT 2xKick
Time: 173600, added: EXPERT 2xKick
Time: 173920, added: EXPERT 2xKick
Time: 174240, added: EXPERT 2xKick
Time: 174560, added: EXPERT 2xKick
Time: 174880, added: EXPERT 2xKick
Time: 175200, added: EXPERT 2xKick
Time: 175520, added: EXPERT 2xKick
Time: 175840, added: EXPERT 2xKick
Time: 176160, added: EXPERT 2xKick
Time: 176480, added: EXPERT 2xKick
Time: 176800, added: EXPERT 2xKick
Time: 177120, added: EXPERT 2xKick
Time: 177440, added: EXPERT 2xKick
Time: 177760, added: EXPERT 2xKick
Time: 178080, added: EXPERT 2xKick
Time: 178400, added: EXPERT 2xKick
Time: 178720, added: EXPERT 2xKick
Time: 179040, added: EXPERT 2xKick
Time: 179360, added: EXPERT 2xKick
Time: 179680, added: EXPERT 2xKick
Time: 180000, added: EXPERT 2xKick
Time: 180320, added: EXPERT 2xKick
Time: 180640, added: EXPERT 2xKick
Time: 180960, added: EXPERT 2xKick
Time: 181280, added: EXPERT 2xKick
Time: 181600, added: EXPERT 2xKick
Time: 181920, added: EXPERT 2xKick
Time: 182240, added: EXPERT 2xKick
Time: 182490, added: EXPERT 2xKick
Time: 182590, added: EXPERT 2xKick
Time: 182880, added: EXPERT 2xKick
Time: 183200, added: EXPERT 2xKick
Time: 183520, added: EXPERT 2xKick
Time: 183840, added: EXPERT 2xKick
Time: 184160, added: EXPERT 2xKick
Time: 184440, added: EXPERT 2xKick
Time: 184800, added: EXPERT 2xKick
Time: 185120, added: EXPERT 2xKick
Time: 185440, added: EXPERT 2xKick
Time: 185760, added: EXPERT 2xKick
Time: 186080, added: EXPERT 2xKick
Time: 186400, added: EXPERT 2xKick
Time: 186720, added: EXPERT 2xKick
Time: 187040, added: EXPERT 2xKick
Time: 187360, added: EXPERT 2xKick
Time: 187680, added: EXPERT 2xKick
Time: 189600, removed: TOM GEMS PAD 4
Time: 189690, removed: TOM GEMS PAD 2
Time: 209280, removed: TOM GEMS PAD 3, TOM GEMS PAD 4
Time: 209920, added: TOM GEMS PAD 2
Time: 210240, added: TOM GEMS PAD 3
Time: 210560, added: TOM GEMS PAD 4
Time: 210720, added: TOM GEMS PAD 2
Time: 211040, added: TOM GEMS PAD 3, TOM GEMS PAD 4
Time: 211200, removed: TOM GEMS PAD 3, TOM GEMS PAD 4, TOM GEMS PAD 2
Time: 211360, added: EXPERT 2xKick
Time: 211680, added: EXPERT 2xKick
Time: 212000, added: EXPERT 2xKick
Time: 212320, added: EXPERT 2xKick
Time: 212640, added: EXPERT 2xKick
Time: 212960, added: EXPERT 2xKick
Time: 213210, added: EXPERT 2xKick
Time: 213310, added: EXPERT 2xKick
Time: 213600, added: EXPERT 2xKick
Time: 213920, added: EXPERT 2xKick
Time: 214240, added: EXPERT 2xKick
Time: 214560, added: EXPERT 2xKick
Time: 214880, added: EXPERT 2xKick
Time: 215200, added: EXPERT 2xKick
Time: 215520, added: EXPERT 2xKick
Time: 215840, added: EXPERT 2xKick
Time: 216160, added: EXPERT 2xKick
Time: 216480, added: EXPERT 2xKick
Time: 216800, added: EXPERT 2xKick
Time: 217120, added: EXPERT 2xKick
Time: 217440, added: EXPERT 2xKick
Time: 217760, added: EXPERT 2xKick
Time: 218080, added: EXPERT 2xKick
Time: 218400, added: EXPERT 2xKick
Time: 218720, added: EXPERT 2xKick
Time: 219040, added: EXPERT 2xKick
Time: 219360, added: EXPERT 2xKick
Time: 219680, added: EXPERT 2xKick
Time: 220000, added: EXPERT 2xKick
Time: 220320, added: EXPERT 2xKick
Time: 220640, added: EXPERT 2xKick
Time: 220890, added: EXPERT 2xKick
Time: 220990, added: EXPERT 2xKick
Time: 221280, added: EXPERT 2xKick
Time: 221600, added: EXPERT 2xKick
Time: 221920, added: EXPERT 2xKick
Time: 222240, added: EXPERT 2xKick
Time: 222560, added: EXPERT 2xKick
Time: 222810, added: EXPERT 2xKick
Time: 222910, added: EXPERT 2xKick
Time: 223200, added: EXPERT 2xKick
Time: 223520, added: EXPERT 2xKick
Time: 223840, added: EXPERT 2xKick
Time: 224160, added: EXPERT 2xKick
Time: 224480, added: EXPERT 2xKick
Time: 224800, added: EXPERT 2xKick
Time: 225120, added: EXPERT 2xKick
Time: 225440, added: EXPERT 2xKick
Time: 225760, added: EXPERT 2xKick
Time: 226080, added: EXPERT 2xKick
Time: 226400, added: EXPERT 2xKick
Time: 233600, removed: TOM GEMS PAD 3
Time: 248960, removed: TOM GEMS PAD 3
Time: 256800, removed: TOM GEMS PAD 3
Time: 257120, added: TOM GEMS PAD 3
Time: 257440, added: EXPERT 2xKick
Time: 257760, added: EXPERT 2xKick
Time: 258080, added: EXPERT 2xKick
Time: 258400, added: EXPERT 2xKick
Time: 258720, added: EXPERT 2xKick
Time: 259040, added: EXPERT 2xKick
Time: 259360, added: EXPERT 2xKick
Time: 259680, added: EXPERT 2xKick
Time: 260000, added: EXPERT 2xKick
Time: 260320, added: EXPERT 2xKick
Time: 260640, added: EXPERT 2xKick
Time: 260960, added: EXPERT 2xKick
Time: 261280, added: EXPERT 2xKick
Time: 261600, added: EXPERT 2xKick
Time: 261920, added: EXPERT 2xKick
Time: 262240, added: EXPERT 2xKick
Time: 262560, added: EXPERT 2xKick
Time: 262880, added: EXPERT 2xKick
Time: 263200, added: EXPERT 2xKick
Time: 263520, added: EXPERT 2xKick
Time: 263840, added: EXPERT 2xKick
Time: 264160, added: EXPERT 2xKick
Time: 264480, added: EXPERT 2xKick
Time: 264800, added: EXPERT 2xKick
Time: 265120, added: EXPERT 2xKick
Time: 265440, added: EXPERT 2xKick
Time: 265760, added: EXPERT 2xKick
Time: 266080, added: EXPERT 2xKick
Time: 266400, added: EXPERT 2xKick
Time: 266720, added: EXPERT 2xKick
Time: 266970, added: EXPERT 2xKick
Time: 267070, added: EXPERT 2xKick
Time: 267360, added: EXPERT 2xKick
Time: 267680, added: EXPERT 2xKick
Time: 268000, added: EXPERT 2xKick
Time: 268320, added: EXPERT 2xKick
Time: 268640, added: EXPERT 2xKick
Time: 268890, added: EXPERT 2xKick
Time: 268990, added: EXPERT 2xKick
Time: 269280, added: EXPERT 2xKick
Time: 269600, added: EXPERT 2xKick
Time: 269920, added: EXPERT 2xKick
Time: 270240, added: EXPERT 2xKick
Time: 270560, added: EXPERT 2xKick
Time: 270720, removed: TOM GEMS PAD 3
Time: 270810, removed: EXPERT Red
Time: 270810, removed: TOM GEMS PAD 3
Time: 270810, removed: TOM GEMS PAD 2
Time: 270880, added: EXPERT Red
Time: 270880, added: EXPERT 2xKick
Time: 270910, removed: EXPERT Red
Time: 271200, added: EXPERT 2xKick
Time: 271520, added: EXPERT 2xKick
Time: 271680, removed: TOM GEMS PAD 3, TOM GEMS PAD 4
Time: 271840, added: EXPERT 2xKick
Time: 272000, added: TOM GEMS PAD 3
Time: 272160, added: TOM GEMS PAD 3, EXPERT 2xKick, TOM GEMS PAD 2
Time: 272320, added: TOM GEMS PAD 4
Time: 272480, added: EXPERT 2xKick, TOM GEMS PAD 4
Time: 272590, removed: HARD Green
Time: 272590, removed: DRUM FILL
Time: 272590, removed: TOM GEMS PAD 3
Time: 272590, removed: HARD Kick
Time: 272590, removed: EXPERT Green
Time: 272590, removed: TOM GEMS PAD 4
Time: 272590, removed: DRUM FILL
Time: 272590, removed: EASY Green
Time: 272590, removed: DRUM FILL
Time: 272590, removed: EXPERT Kick
Time: 272590, removed: MEDIUM Green
Time: 272590, removed: TOM GEMS PAD 2
Time: 272590, removed: MEDIUM Kick
Time: 272590, removed: DRUM FILL
Time: 272590, removed: DRUM FILL (use all 5)
Time: 272640, added: HARD Green
Time: 272640, added: DRUM FILL
Time: 272640, added: Unknown Note (105)
Time: 272640, added: EXPERT Green
Time: 272640, added: HARD Kick
Time: 272640, added: DRUM FILL
Time: 272640, added: EXPERT Kick
Time: 272640, added: EASY Green
Time: 272640, added: DRUM FILL
Time: 272640, added: MEDIUM Green
Time: 272640, added: MEDIUM Kick
Time: 272640, added: DRUM FILL
Time: 272640, added: DRUM FILL (use all 5)
Time: 272699, removed: Unknown Note (105)
Time: 272800, added: EXPERT 2xKick
Time: 273120, added: EXPERT 2xKick
Time: 273440, added: EXPERT 2xKick
Time: 273760, added: EXPERT 2xKick
Time: 274080, added: EXPERT 2xKick
Time: 274400, added: EXPERT 2xKick
Time: 274680, added: EXPERT 2xKick
Time: 275040, added: EXPERT 2xKick
Time: 275360, added: EXPERT 2xKick
Time: 275680, added: EXPERT 2xKick
Time: 276000, added: EXPERT 2xKick
Time: 276320, added: EXPERT 2xKick
Time: 276640, added: EXPERT 2xKick
Time: 276960, added: EXPERT 2xKick
Time: 277280, added: EXPERT 2xKick
Time: 277600, added: EXPERT 2xKick
Time: 277920, added: EXPERT 2xKick
Time: 278240, added: EXPERT 2xKick
Time: 278560, added: EXPERT 2xKick
Time: 278880, added: EXPERT 2xKick
Time: 279200, added: EXPERT 2xKick
Time: 279520, added: EXPERT 2xKick
Time: 279840, added: EXPERT 2xKick
Time: 280160, added: EXPERT 2xKick
Time: 280480, added: EXPERT 2xKick
Time: 280800, added: EXPERT 2xKick
Time: 281120, added: EXPERT 2xKick
Time: 281440, added: EXPERT 2xKick
Time: 281760, added: EXPERT 2xKick
Time: 282080, added: EXPERT 2xKick
Time: 282330, added: EXPERT 2xKick
Time: 282430, added: EXPERT 2xKick
Time: 282720, added: EXPERT 2xKick
Time: 283040, added: EXPERT 2xKick
Time: 283360, added: EXPERT 2xKick
Time: 283680, added: EXPERT 2xKick
Time: 284000, added: EXPERT 2xKick
Time: 284250, added: EXPERT 2xKick
Time: 284350, added: EXPERT 2xKick
Time: 284640, added: EXPERT 2xKick
